NCT Number,Study Title,Study URL,Study Results,Conditions,Interventions,Sex,Age,Phases,Locations
NCT00141388,To Evaluate the Long-Term Safety and Efficacy of Pregabalin in Patients With Partial Seizures,https://clinicaltrials.gov/study/NCT00141388,NO,"Seizure Disorder, Partial",DRUG: Pregabalin,ALL,"ADULT, OLDER_ADULT",PHASE3,"Pfizer Investigational Site, Birmingham, Alabama, 35249, United States|Pfizer Investigational Site, Birmingham, Alabama, 35255, United States|Pfizer Investigational Site, Birmingham, Alabama, 35294-0021, United States|Pfizer Investigational Site, Phoenix, Arizona, 85006, United States|Pfizer Investigational Site, Tucson, Arizona, 85712-2809, United States|Pfizer Investigational Site, Tucson, Arizona, 85712, United States|Pfizer Investigational Site, Little Rock, Arkansas, 72205, United States|Pfizer Investigational Site, Los Angeles, California, 90033, United States|Pfizer Investigational Site, Pasadena, California, 91105, United States|Pfizer Investigational Site, Gainesville, Florida, 32608-1197, United States|Pfizer Investigational Site, Gainesville, Florida, 32610, United States|Pfizer Investigational Site, Miami, Florida, 33136, United States|Pfizer Investigational Site, Plantation, Florida, 33317, United States|Pfizer Investigational Site, Spring Hill, Florida, 34609, United States|Pfizer Investigational Site, Tallahassee, Florida, 32308, United States|Pfizer Investigational Site, Chicago, Illinois, 60612, United States|Pfizer Investigational Site, Springfield, Illinois, 62702, United States|Pfizer Investigational Site, Springfield, Illinois, 62704, United States|Pfizer Investigational Site, Indianapolis, Indiana, 46202, United States|Pfizer Investigational Site, Indianapolis, Indiana, 46254, United States|Pfizer Investigational Site, Iowa City, Iowa, 52242, United States|Pfizer Investigational Site, Kansas City, Kansas, 66160-7314, United States|Pfizer Investigational Site, Kansas City, Kansas, 66160, United States|Pfizer Investigational Site, Louisville, Kentucky, 40205, United States|Pfizer Investigational Site, Baltimore, Maryland, 21201, United States|Pfizer Investigational Site, Baltimore, Maryland, 21224, United States|Pfizer Investigational Site, Greenbelt, Maryland, 20770, United States|Pfizer Investigational Site, Boston, Massachusetts, 02130, United States|Pfizer Investigational Site, Boston, Massachusetts, 02215, United States|Pfizer Investigational Site, Ann Arbor, Michigan, 48108, United States|Pfizer Investigational Site, Ann Arbor, Michigan, 48109, United States|Pfizer Investigational Site, St. Paul, Minnesota, 55102, United States|Pfizer Investigational Site, Chesterfield, Missouri, 63017, United States|Pfizer Investigational Site, Columbia, Missouri, 65212, United States|Pfizer Investigational Site, St. Louis, Missouri, 63110-1092, United States|Pfizer Investigational Site, St. Louis, Missouri, 63110, United States|Pfizer Investigational Site, Lebanon, New Hampshire, 03756, United States|Pfizer Investigational Site, New York, New York, 10016, United States|Pfizer Investigational Site, New York, New York, 10032, United States|Pfizer Investigational Site, Rochester, New York, 14642, United States|Pfizer Investigational Site, Winston-Salem, North Carolina, 27157, United States|Pfizer Investigational Site, Cleveland, Ohio, 44195, United States|Pfizer Investigational Site, Columbus, Ohio, 43210, United States|Pfizer Investigational Site, Portland, Oregon, 97227, United States|Pfizer Investigational Site, Nashville, Tennessee, 37232, United States|Pfizer Investigational Site, Dallas, Texas, 75230, United States|Pfizer Investigational Site, San Antonio, Texas, 78229, United States|Pfizer Investigational Site, Bennington, Vermont, 05201, United States|Pfizer Investigational Site, Edmonton, Alberta, T5H 3V9, Canada|Pfizer Investigational Site, Edmont, Alberta, T5G 0B7, Canada|Pfizer Investigational Site, Vancouver, British Columbia, V52 1M9, Canada|Pfizer Investigational Site, Vancouver, British Columbia, V67 1Y6, Canada|Pfizer Investigational Site, London, Ontario, N6A 5A5, Canada|Pfizer Investigational Site, Ottawa, Ontario, K1H 8L6, Canada|Pfizer Investigational Site, Toronto, Ontario, M4Y 1J3, Canada|Pfizer Investigational Site, Montreal, Quebec, H3A 2B4, Canada"
NCT00141336,To Evaluate the Long-Term Safety and Efficacy of Pregabalin in Patients With Partial Seizures.,https://clinicaltrials.gov/study/NCT00141336,NO,"Seizure Disorder, Partial",DRUG: Pregabalin,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,"Pfizer Investigational Site, Phoenix, Arizona, 85013, United States|Pfizer Investigational Site, Tucson, Arizona, 85724, United States|Pfizer Investigational Site, Bakersfield, California, 93301, United States|Pfizer Investigational Site, Berkeley, California, 94705, United States|Pfizer Investigational Site, Concord, California, 94520, United States|Pfizer Investigational Site, Covina, California, 91723, United States|Pfizer Investigational Site, El Cajon, California, 92021, United States|Pfizer Investigational Site, Encino, California, 91436, United States|Pfizer Investigational Site, La Mesa, California, 91942, United States|Pfizer Investigational Site, Marina del Ray, California, 90292, United States|Pfizer Investigational Site, Martinez, California, 94553, United States|Pfizer Investigational Site, Northridge, California, 91325, United States|Pfizer Investigational Site, Pinole, California, 94564, United States|Pfizer Investigational Site, Redondo Beach, California, 90277, United States|Pfizer Investigational Site, Sacramento, California, 95816, United States|Pfizer Investigational Site, Sacramento, California, 95823, United States|Pfizer Investigational Site, San Diego, California, 92120, United States|Pfizer Investigational Site, Santa Monica, California, 90404, United States|Pfizer Investigational Site, Walnut Creek, California, 94598, United States|Pfizer Investigational Site, Denver, Colorado, 80218, United States|Pfizer Investigational Site, Englewood, Colorado, 80110, United States|Pfizer Investigational Site, Danbury, Connecticut, 06810, United States|Pfizer Investigational Site, Miami, Florida, 33173, United States|Pfizer Investigational Site, Miami, Florida, 33176, United States|Pfizer Investigational Site, Orlando, Florida, 32806, United States|Pfizer Investigational Site, Tampa, Florida, 33609, United States|Pfizer Investigational Site, Atlanta, Georgia, 30322, United States|Pfizer Investigational Site, Chicago, Illinois, 60611, United States|Pfizer Investigational Site, Chicago, Illinois, 60612, United States|Pfizer Investigational Site, Chicago, Illinois, 60640, United States|Pfizer Investigational Site, Crestview Hills, Kentucky, 41017, United States|Pfizer Investigational Site, Louisville, Kentucky, 40202, United States|Pfizer Investigational Site, Ruston, Louisiana, 71270, United States|Pfizer Investigational Site, Baltimore, Maryland, 21287, United States|Pfizer Investigational Site, Detroit, Michigan, 48202-2689, United States|Pfizer Investigational Site, Golden Valley, Minnesota, 55422, United States|Pfizer Investigational Site, Minneapolis, Minnesota, 55422, United States|Pfizer Investigational Site, Jackson, Mississippi, 39216, United States|Pfizer Investigational Site, St. Louis, Missouri, 63110, United States|Pfizer Investigational Site, Las Vegas, Nevada, 89102, United States|Pfizer Investigational Site, Las Vegas, Nevada, 89106, United States|Pfizer Investigational Site, Concord, New Hampshire, 03301, United States|Pfizer Investigational Site, Dover, New Hampshire, 03820, United States|Pfizer Investigational Site, New Brunswick, New Jersey, 08901, United States|Pfizer Investigational Site, New Brunswick, New Jersey, 08903, United States|Pfizer Investigational Site, Ridgewood, New Jersey, 07450, United States|Pfizer Investigational Site, Albuquerque, New Mexico, 87131-5021, United States|Pfizer Investigational Site, Albuquerque, New Mexico, 87131-5281, United States|Pfizer Investigational Site, Albuquerque, New Mexico, 87131, United States|Pfizer Investigational Site, Bronx, New York, 10467, United States|Pfizer Investigational Site, Brooklyn, New York, 11203, United States|Pfizer Investigational Site, New York, New York, 10021, United States|Pfizer Investigational Site, Asheville, North Carolina, 28803, United States|Pfizer Investigational Site, Asheville, North Carolina, 28806, United States|Pfizer Investigational Site, Raleigh, North Carolina, 27607, United States|Pfizer Investigational Site, Winston-Salem, North Carolina, 27103, United States|Pfizer Investigational Site, Winston-Salem, North Carolina, 37103, United States|Pfizer Investigational Site, Cincinnati, Ohio, 45219, United States|Pfizer Investigational Site, Cincinnati, Ohio, 45242, United States|Pfizer Investigational Site, Columbus, Ohio, 43210, United States|Pfizer Investigational Site, Oklahoma City, Oklahoma, 73104-5068, United States|Pfizer Investigational Site, Medford, Oregon, 97504, United States|Pfizer Investigational Site, Portland, Oregon, 97201, United States|Pfizer Investigational Site, Portland, Oregon, 97209, United States|Pfizer Investigational Site, Portland, Oregon, 97210, United States|Pfizer Investigational Site, Philadelphia, Pennsylvania, 19104, United States|Pfizer Investigational Site, Philadelphia, Pennsylvania, 19107, United States|Pfizer Investigational Site, Pittsburgh, Pennsylvania, 15212, United States|Pfizer Investigational Site, Ridley Park, Pennsylvania, 19078, United States|Pfizer Investigational Site, Upland, Pennsylvania, 19013, United States|Pfizer Investigational Site, Cranston, Rhode Island, 02920, United States|Pfizer Investigational Site, Knoxville, Tennessee, 37916, United States|Pfizer Investigational Site, Memphis, Tennessee, 38103, United States|Pfizer Investigational Site, Dallas, Texas, 75216, United States|Pfizer Investigational Site, Dallas, Texas, 75230, United States|Pfizer Investigational Site, Dallas, Texas, 75243, United States|Pfizer Investigational Site, Fort Worth, Texas, 76107-2699, United States|Pfizer Investigational Site, Fort Worth, Texas, 76107, United States|Pfizer Investigational Site, Houston, Texas, 77002, United States|Pfizer Investigational Site, Houston, Texas, 77025, United States|Pfizer Investigational Site, Houston, Texas, 77030, United States|Pfizer Investigational Site, Lubbock, Texas, 79410, United States|Pfizer Investigational Site, San Antonio, Texas, 78207, United States|Pfizer Investigational Site, San Antonio, Texas, 78229, United States|Pfizer Investigational Site, Alexandria, Virginia, 22304, United States|Pfizer Investigational Site, Alexandria, Virginia, 22311, United States|Pfizer Investigational Site, Charlottesville, Virginia, 22908, United States|Pfizer Investigational Site, Roanoke, Virginia, 24014, United States|Pfizer Investigational Site, Roanoke, Virginia, 24016, United States|Pfizer Investigational Site, Sterling, Virginia, 20165, United States|Pfizer Investigational Site, Bellevue, Washington, 98004, United States|Pfizer Investigational Site, Bellvue, Washington, 98004, United States|Pfizer Investigational Site, Spokane, Washington, 99202, United States|Pfizer Investigational Site, Spokane, Washington, 99204, United States|Pfizer Investigational Site, Morgantown, West Virginia, 26507, United States|Pfizer Investigational Site, Marshfield, Wisconsin, 54449, United States|Pfizer Investigational Site, Milwaukee, Wisconsin, 53226, United States|Pfizer Investigational Site, Calgary, Alberta, T2N 2T9, Canada|Pfizer Investigational Site, Edmonton, Alberta, T5G 0B7, Canada|Pfizer Investigational Site, Edmonton, Alberta, T5H 3V9, Canada|Pfizer Investigational Site, Barrie, Ontario, L4M 4S5, Canada|Pfizer Investigational Site, London, Ontario, N6A 5A5, Canada|Pfizer Investigational Site, Toronto, Ontario, M5C 1R6, Canada"
NCT00141245,To Evaluate Long-Term Safety and Efficacy of Pregabalin in Patients With Partial Seizures.,https://clinicaltrials.gov/study/NCT00141245,NO,"Seizure Disorder, Partial",DRUG: Pregabalin,ALL,"ADULT, OLDER_ADULT",PHASE3,"Pfizer Investigational Site, Deakin, Australian Capital Territory, 2600, Australia|Pfizer Investigational Site, Chatswood, New South Wales, 2067, Australia|Pfizer Investigational Site, Westmead, New South Wales, 2145, Australia|Pfizer Investigational Site, Maroochydore, Queensland, 4558, Australia|Pfizer Investigational Site, Heidelberg, VIC 3084, Australia|Pfizer Investigational Site, Woodville, 5011, Australia|Pfizer Investigational Site, Graz, A-8035, Austria|Pfizer Investigational Site, Innsbruck, A-6020, Austria|Pfizer Investigational Site, Duffel, 2570, Belgium|Pfizer Investigational Site, Helsinki, 00029, Finland|Pfizer Investigational Site, Turku, FIN-20521, Finland|Pfizer Investigational Site, Lyon, Cedex, 69694, France|Pfizer Investigational Site, Paris, Cedex, 75674, France|Pfizer Investigational Site, Tours, Cedex, 37044, France|Pfizer Investigational Site, Dijon, 21000, France|Pfizer Investigational Site, Paris Cedex 13, 75651, France|Pfizer Investigational Site, Roubaix, 59100, France|Pfizer Investigational Site, Erlangen, 91054, Germany|Pfizer Investigational Site, Freiburg, 79106, Germany|Pfizer Investigational Site, Goettingen, D-37075, Germany|Pfizer Investigational Site, Hamburg, 22292, Germany|Pfizer Investigational Site, Mainz, 55131, Germany|Pfizer Investigational Site, Moenchengladbach, 41179, Germany|Pfizer Investigational Site, Muenster, 48149, Germany|Pfizer Investigational Site, Munich, D-81377, Germany|Pfizer Investigational Site, Firenze, 50135, Italy|Pfizer Investigational Site, Pavia, 27100, Italy|Pfizer Investigational Site, Perugia, 06123, Italy|Pfizer Investigational Site, Pisa, 56126, Italy|Pfizer Investigational Site, Heemstede, 2103 SW, Netherlands|Pfizer Investigational Site, Heeze, 5591 VE, Netherlands|Pfizer Investigational Site, Parow, Cape Town, 7505, South Africa|Pfizer Investigational Site, Durban, 4052, South Africa|Pfizer Investigational Site, San Sebastian, Guipuzcoa, 20014, Spain|Pfizer Investigational Site, Barcelona, 08036, Spain|Pfizer Investigational Site, Gerona, 17007, Spain|Pfizer Investigational Site, Sevilla, 41013, Spain|Pfizer Investigational Site, Goteborg, S-413 45, Sweden|Pfizer Investigational Site, Lavigny, LE, CN-1775, Switzerland|Pfizer Investigational Site, Tschugg, CH-3233, Switzerland|Pfizer Investigational Site, Bimingham, B15 2QZ, United Kingdom|Pfizer Investigational Site, Bucks, SL9 ORJ, United Kingdom|Pfizer Investigational Site, Dundee, DD1 9ND, United Kingdom|Pfizer Investigational Site, Glasgow, G11 6NT, United Kingdom|Pfizer Investigational Site, Liverpool, L9 1AE, United Kingdom|Pfizer Investigational Site, York, Y03 7HE, United Kingdom"
NCT02286271,Preliminary Testing of a Novel Device to Detect Epileptic Seizures,https://clinicaltrials.gov/study/NCT02286271,NO,Epilepsy,,ALL,"CHILD, ADULT, OLDER_ADULT",,"Western General Hospital, Edinburgh, EH4 2XU, United Kingdom|Royal Hospital for Sick Children, Edinburgh, EH9 1LF, United Kingdom"
NCT00067431,A Study of the Safety and Efficacy of Depakote Sprinkle Capsules in the Treatment of Partial Seizures in Children,https://clinicaltrials.gov/study/NCT00067431,NO,Partial Seizure Disorder,DRUG: Divalproex Sodium (Depakote® Sprinkle Capsules),ALL,CHILD,PHASE3,"Pediatric Epilepsy & Neurology Specialist, Tampa, Florida, 33607, United States|Rainbow Babies Children's Hospital, Cleveland, Ohio, 44106, United States|University Hospital of Cleveland, Cleveland, Ohio, United States|PCTI / Children's Hospital, Columbus, Ohio, 43205, United States|Primary Physician's Research, Pittsburgh, Pennsylvania, United States|Texas Association of Pediatric Neurology, PA, San Antonio, Texas, 78258, United States|Virginia Commonwealth University, Richmond, Virginia, 23298-0211, United States"
NCT03949478,Treating Postictal Symptoms Using Ibuprofen and Nifedipine,https://clinicaltrials.gov/study/NCT03949478,NO,"Epilepsy|Epilepsies, Partial",DRUG: Ibuprofen|DRUG: Nifedipine|DRUG: Placebo,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,"Foothills Medical Centre, Calgary, Alberta, T2N T29, Canada|South Health Campus, Calgary, Alberta, T3M 1M4, Canada"
NCT04291716,Study to Validate Novel Seizure-Detection Algorithm,https://clinicaltrials.gov/study/NCT04291716,NO,"Seizures, Motor|Seizures|Seizure Disorder|Epilepsy|Epileptic Seizures|Epileptic",DEVICE: Motor Seizure Detection Algorithm (mSDA),ALL,"ADULT, OLDER_ADULT",NA,"Covenant Hospital and Covenant Medical Group, Lubbock, Texas, 79410, United States"
NCT00050934,Pediatric Epilepsy Study,https://clinicaltrials.gov/study/NCT00050934,NO,"Epilepsy|Epilepsies, Partial",DRUG: oxcarbazepine,ALL,CHILD,PHASE3,"Birmingham, Alabama, 35233, United States|Mobile, Alabama, 36693, United States|Los Angeles, California, 90027, United States|Los Angeles, California, 90095, United States|Madera, California, 93638, United States|Orange, California, 92868, United States|Wilmington, Delaware, 19806, United States|Miami, Florida, 33155, United States|Tampa, Florida, 33607, United States|Atlanta, Georgia, 30342, United States|Boise, Idaho, 83712, United States|Ann Arbor, Michigan, 48109, United States|Duluth, Minnesota, 55805, United States|St. Paul, Minnesota, 55102, United States|Chesterfields, Missouri, 63017, United States|Buffalo, New York, 14222, United States|New York, New York, 10016, United States|New York, New York, 10032, United States|Akron, Ohio, 44308, United States|Cincinnati, Ohio, 45229, United States|Cleveland, Ohio, 44106, United States|Portland, Oregon, 97201, United States|Philadelphia, Pennsylvania, 19104, United States|Fort Worth, Texas, 76104, United States|Houston, Texas, 77030, United States|Norfolk, Virginia, 23507, United States|Brigadeiro Hospital, Sao Paulo - SP, 01401-901, Brazil|Kehl-Kork, 77694, Germany|Kiel, 24105, Germany|Novartis, Mexico City, Mexico"
NCT01657084,Stopping and Preventing Epileptic Seizures Using a Partial Rebreathing Mask,https://clinicaltrials.gov/study/NCT01657084,NO,Epilepsy,DEVICE: CDA Mask|DEVICE: Dummy mask,ALL,"ADULT, OLDER_ADULT",NA,"Aarhus University Hospital, Aarhus, 8000, Denmark|The Epilepsy Hospital Filadelfia, Dianalund, Denmark"
NCT06366009,Assessment of Patients With Drug-resistant Temporal Lobe Epilepsy With EEG Extended With Intra-auricular Electrodes,https://clinicaltrials.gov/study/NCT06366009,NO,Epilepsy|Focal Epilepsy|Drug Resistant Epilepsy,DEVICE: NaoX in-ear EEG system,ALL,"ADULT, OLDER_ADULT",,"Kliniki Neurochirurgii CSK UCK WUM, Warsaw, Poland"
NCT03643016,Improving EPilepsy Surgery Management and progNOsis Using Virtual Epileptic Patient Software (VEP),https://clinicaltrials.gov/study/NCT03643016,NO,Epilepsy,OTHER: Surgical strategy based on a software,ALL,"CHILD, ADULT, OLDER_ADULT",NA,"Assistance Publique Hopitaux de Marseille, Marseille, 13354, France"
NCT04649008,Localizing Epileptic Networks Using MRI and iEEG,https://clinicaltrials.gov/study/NCT04649008,NO,"Epilepsy|Epilepsy Intractable|Epilepsy, Temporal Lobe",DIAGNOSTIC_TEST: 3T Magnetic Resonance Imaging|DIAGNOSTIC_TEST: Intracranial electroencephalography recordings|DIAGNOSTIC_TEST: 7T Magnetic Resonance Imaging,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,"University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States"
NCT03551431,Comparison of Efficacy Between Suggestion Method During Video EEG Recording by Verbal Suggestion in Isolation and Verbal Suggestion Along With Cotton Swab or Tuning Fork for Inducing the Paroxysmal Event in Children Aged 5 to 18 Years With Suspected Psychogenic Nonepileptic Events,https://clinicaltrials.gov/study/NCT03551431,NO,"EEG, Psychogenic Non Epileptic Events",DIAGNOSTIC_TEST: Video EEG with verbal suggestion,ALL,"CHILD, ADULT",NA,
NCT01311440,Modified Atkins Diet Treatment for Adults With Drug-resistant Epilepsy,https://clinicaltrials.gov/study/NCT01311440,NO,Epilepsy|Focal Epilepsy|Generalized Epilepsy,OTHER: Modified Atkins diet treatment,ALL,"CHILD, ADULT, OLDER_ADULT",NA,"Oslo University Hospital, The national Centre for epilepsy, Sandvika, Bærum Postterminal, 1306, Norway"
NCT05844696,Electrical Neuromodulation for Focal Epilepsy,https://clinicaltrials.gov/study/NCT05844696,NO,Epilepsy,DEVICE: Soterix MXN-5 HD-tES Model 5005A. Medtronic Percept DBS platform.,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,
NCT03403907,The Effect of Probiotic Supplementation in Drug-resistant Epilepsy Patients,https://clinicaltrials.gov/study/NCT03403907,NO,Epilepsy|Epilepsy Intractable,OTHER: Probiotic,ALL,"ADULT, OLDER_ADULT",NA,
NCT05285059,Implicit Learning in Epileptic Children,https://clinicaltrials.gov/study/NCT05285059,NO,Epilepsy,BEHAVIORAL: ASRT task,ALL,CHILD,,"Agathe Marcastel, PhD, Bron, 69675, France|Dezso Nemeth, Bron, 69675, France|Service d'Epileptologie Clinique, des Troubles du sommeil et de Neurologie fonctionnelle de l'enfant, à Hôpital Femme Mère et Enfant,, Bron, France"
NCT03013348,Automated Identification of Psychogenic Nonepileptic Seizures,https://clinicaltrials.gov/study/NCT03013348,NO,"Convulsion, Non-Epileptic",DEVICE: Brain Sentinel's sEMG Post-processing algorithm,ALL,"CHILD, ADULT, OLDER_ADULT",,
NCT04158531,REC2Stim as a Treatment for Refractory Epilepsy in the Primary Sensorimotor Cortex.,https://clinicaltrials.gov/study/NCT04158531,NO,Epileptic Seizure|Epilepsy Intractable|Motor Seizure,DEVICE: ECoG sensing and stimulation,ALL,"CHILD, ADULT, OLDER_ADULT",NA,"University Medical Center Utrecht, Utrecht, 3584 CX, Netherlands"
NCT04607317,Exercise as Adjunctive Treatment for Refractory Epilepsy,https://clinicaltrials.gov/study/NCT04607317,NO,Refractory Epilepsy|Epilepsy,BEHAVIORAL: Exercise program|BEHAVIORAL: Health Coach|BEHAVIORAL: Health Information,ALL,"ADULT, OLDER_ADULT",NA,"Wake Forest University Health Sciences, Winston-Salem, North Carolina, 27157, United States"
NCT00282854,Genetics of Rolandic Epilepsy,https://clinicaltrials.gov/study/NCT00282854,NO,Epilepsy,,ALL,"CHILD, ADULT, OLDER_ADULT",,"Mailman School of Public Health, Columbia University Medical Center, 722 West 168th St, 6th Floor, New York, New York, 10032, United States"
NCT00236730,A Study of the Efficacy and Safety of Topiramate in the Treatment of Patients With Difficult to Control Epilepsy,https://clinicaltrials.gov/study/NCT00236730,NO,"Epilepsy|Epilepsies, Partial|Seizures",DRUG: topiramate,ALL,"ADULT, OLDER_ADULT",PHASE2,
NCT05776745,Study of Speech Function in Epileptic Patients Based on Stereoelectroencephalography Signal,https://clinicaltrials.gov/study/NCT05776745,NO,Epilepsy,BEHAVIORAL: Speech|DEVICE: Stereoelectroencephalography,ALL,"CHILD, ADULT",NA,"Zhejiang University School of Medicine Second Affiliated Hospital, Hangzhou, Zhejiang, 310009, China"
NCT02682927,A Trial of Two Fixed Doses of ZX008 (Fenfluramine HCl) in Children and Young Adults With Dravet Syndrome,https://clinicaltrials.gov/study/NCT02682927,YES,Dravet Syndrome|Seizure Disorder,DRUG: ZX008 (Fenfluramine Hydrochloride)|DRUG: Matching Placebo,ALL,"CHILD, ADULT",PHASE3,"Phoenix Children's, Phoenix, Arizona, 85016, United States|Center for Neurosciences - Tucson, Tucson, Arizona, 85718, United States|Rady Children's Hospital San Diego, San Diego, California, 92123, United States|University of California San Francisco, San Francisco, California, 94143, United States|The Children's Hospital Colorado, Aurora, Colorado, 80045, United States|NW FL Clinical Research Group, LLC, Gulf Breeze, Florida, 32561, United States|Miami Children's Hospital Brain Institute, Miami, Florida, 33155, United States|Neurology and Epilepsy Research Center, Orlando, Florida, 32819, United States|Panda Neurology, Atlanta, Georgia, 30328, United States|Children's Hospital of Chicago, Chicago, Illinois, 60611, United States|Massachusetts General Hospital, Boston, Massachusetts, 02114, United States|Boston Children's Hospital, Boston, Massachusetts, 02467, United States|Mayo Clinic, Rochester, Minnesota, 55905, United States|Saint Barnabas Medical Center, Livingston, New Jersey, 07039, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, 19104, United States|Cook Children's Medical Center, Fort Worth, Texas, 76087, United States|University of Utah, Salt Lake City, Utah, 84113, United States|Seattle Children's Hospital, Seattle, Washington, 98105, United States|MultiCare Institute for Research & Innovation, Tacoma, Washington, 98405, United States|Melbourne Brain Centre Austin Hospital, Melbourne, Australia|Children's Health Queensland Hospital and Health Service at Lady Cilento Children's Hospital, South Brisbane, Australia|The Children's Hospital Westmead Dept. of Neurology and Neurosurgery, Westmead, Australia|Universitair Ziekenhuis Antwerpen, Antwerp, Belgium|British Columbia Children's Hospital BCCH, Vancouver, British Columbia, V6H3V4, Canada|Centre Hospitalier Universitaire Sainte-Justine, Montréal, H3T 1C5, Canada|Danish National Epilepsy Centre, Dianalund, Denmark|French Ref centre Necker Hospital Paris, Paris, France|Epilepsiezentrum / Neuropädiatrie Hedwig-von-Rittberg-Zentrum Für Kinder und Jugendliche, Berlin, Germany|Krankenhaus Mara Epilepsie-Zentrum Bethel, Bielefeld, Germany|Epilepsiezentrum Freiburg, Freiburg, Germany|Universitaetsklinikum Jena Klinik fuer Kinder- und Jugendmedizin Neuropaediatrie, Jena, Germany|Klinik für Neuropädiatrie Universitätsklinikum Schleswig Holstein Campus Kiel, Kiel, Germany|Kleinwachau Saechsisches Epilepsiezentrum Radeberggemeinnuetzige GmbH, Radeberg, Germany|Universitaetsklinik fuer Kinder- und Jugendmedizin Abteilung III, Tübingen, Germany|Schoen Klinik Vogtareuth Neuropaediatrie und Neurologische Rehabilitation, Epilepsiezentrum fuer Kinder und Jugendlische,Tagesklinik fuer Neuropaediatrie, Vogtareuth, Germany|AOU Anna Meyer, Firenze, 50139, Italy|Istituto Pediatrico Giannina Gaslini Dipartimento di Neurologia, Genova, Italy|A.O Carlo Poma, Mantova, 46100, Italy|Instituto Neurologica Carlo Besta, Milano, 20133, Italy|Ospedale Fatebenefratelli e Oftalmico, Milano, Italy|U.O. Neurologia Dipartimento di Neuroscienze Ospedale Pediatrico Bambino Gesù, IRCS, Roma, 00165, Italy|Ospedal Policlinico Giambattista Rossi diBorga Roma, Verona, 37134, Italy|Okayama University Hospital, Okayama-shi, Okayama, Japan|Saitama Children's Medical Center, Saitama-shi, Saitama, Japan|National Epilepsy Center Shizuoka Institute, Shizuoka-city, Shizuoka, Japan|Tokyo Women's Medical University Hospital, Shinjuku-ku, Tokyo, Japan|Hospital Sant Joande Déu, Barcelona, Spain|Hospital Ruber Internacional Primera Planta Servicio de Neurologia, Madrid, Spain|Clinica Universitaria de Navarra Fase 4. Segunda planta, Consulta de Pediatria, Pamplona, Spain|Birmingham Children Hospital, Birmingham, United Kingdom|Institute of Neurosciences Queens Elizabeth University Hospital, Glasgow, United Kingdom|Alder Hey Hospital, Liverpool, United Kingdom|Evelina Hospital, London, United Kingdom|Great Ormonnd Street Hospital for Children NHS Foundation Trust, London, United Kingdom|Sheffield Children's Hospital, Sheffield, United Kingdom"
NCT05015868,"Contribution of Genetics, Non-invasive Methods and Neuropsychology in Focal Cryptogenic Epilepsies",https://clinicaltrials.gov/study/NCT05015868,NO,"Epilepsies, Partial|Epilepsy Intractable",DIAGNOSTIC_TEST: Standard of care|DIAGNOSTIC_TEST: Functional magnetic resonance imaging-Electroencephalogram combined analysis|DIAGNOSTIC_TEST: High density- electroencephalogram or 7 Tesla magnetic resonance imaging,ALL,"CHILD, ADULT",NA,"Scientific Institute IRCCS Eugenio Medea, Bosisio Parini, Lecco, 23842, Italy"
NCT00236691,"A Study of the Efficacy and Safety of Topiramate as add-on Therapy in the Treatment of Epilepsy Patients With Difficult to Treat, Partial-onset Seizures.",https://clinicaltrials.gov/study/NCT00236691,NO,"Epilepsy|Epilepsies, Partial|Seizures",DRUG: topiramate,ALL,"ADULT, OLDER_ADULT",PHASE2,
NCT00236873,"A Study of the Efficacy and Safety of Topiramate as add-on Therapy in the Treatment of Epilepsy Patients With Difficult to Treat, Partial-onset Seizures.",https://clinicaltrials.gov/study/NCT00236873,NO,"Epilepsy|Epilepsies, Partial|Seizures",DRUG: topiramate,ALL,"ADULT, OLDER_ADULT",PHASE2,
NCT00236860,"A Study of the Efficacy and Safety of Topiramate as add-on Therapy in the Treatment of Epilepsy Patients With Difficult to Treat, Partial-onset Seizures",https://clinicaltrials.gov/study/NCT00236860,NO,"Epilepsy|Epilepsies, Partial|Seizures",DRUG: topiramate,ALL,"ADULT, OLDER_ADULT",PHASE2,
NCT05561166,EPIDREAM 1 : Study of Dreaming in Epilepsy,https://clinicaltrials.gov/study/NCT05561166,NO,Epilepsy,OTHER: EPIDREAM Questionnaire,ALL,"ADULT, OLDER_ADULT",,"Hospices Civils de Lyon, Bron, Rhône, 69500, France"
NCT04716673,Stimulation of Sleep in Patients With Epilepsy,https://clinicaltrials.gov/study/NCT04716673,NO,Epilepsy,OTHER: Down-phase targeted auditory stimulation,ALL,"CHILD, ADULT",NA,"University Children's Hospital Zurich, Zurich, 8032, Switzerland"
NCT05269901,Association Between Ferroptosis and Epilepsy,https://clinicaltrials.gov/study/NCT05269901,NO,Epilepsy,"GENETIC: SLC7A11, GPX4, P53",ALL,CHILD,,"Affiliated Hospital of JiangNan University, Department of Pediatrics, Wuxi, Jiangsu, 226600, China"
