Disease,NCT Number,Study Title,Study URL,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sex,Age,Phases,Locations,Principal_Investigators
Hashimoto Encephalitis,NCT03835728,Efficacy of Ocrelizumab in Autoimmune Encephalitis,https://clinicaltrials.gov/study/NCT03835728,Autoimmune Encephalitis,DRUG: Ocrelizumab|DRUG: Saline,"Number of Participants Who Had Clinical Worsening, The number of participants who had clinical worsening within 12 months., 12 months","Time to Treatment Failure, Definition of clinical worsening (treatment failure):
 
 1. Clinician or patient/caregiver perception of clinical decline
 2. Worsening of patient/family reported IADL (by one point or more)
 3. One of the following additional features:
 
  * Significant worsening of Texas Functional Living Scale (by â‰¥ 5 T points, 0.5 st deviation)
  * Other clinical worsening leading to hospitalization, 12 months|Change in TFLS T-score (Texas Functional Living Scale) Score at 6 Months, Change in TFLS T-score (Texas Functional Living Scale) scores at 6 months compared to baseline. - A performance-based measure of functional competence designed to assess instrumental activities of daily living (e.g., managing money) that are thought to be more susceptible to cognitive change than basic activities of daily living (e.g., dressing).
 
 Content and Structure: The TFLS is comprised of 24 items divided into four subscales assessing abilities related to Time, Money and Calculation, Communication, and Memory. Many items provide a range of possible points allowing the instrument to account for the varying levels of functioning that may be observed in clinical populations.
 
 Total raw score ranges between 0 and 50 with standardized T-score values between 20 and 66. The higher the score, the better the performance.
 
 Change in TFLS T-score was used in this study, Baseline, 6 month|Change in TFLS T Score (Texas Functional Living Scale) Score at 12 Months, Change in TFLS T-score (Texas Functional Living Scale) scores at 12 months compared to baseline. - A performance-based measure of functional competence designed to assess instrumental activities of daily living (e.g., managing money) that are thought to be more susceptible to cognitive change than basic activities of daily living (e.g., dressing).
 
 Content and Structure: The TFLS is comprised of 24 items divided into four subscales assessing abilities related to Time, Money and Calculation, Communication, and Memory. Many items provide a range of possible points allowing the instrument to account for the varying levels of functioning that may be observed in clinical populations.
 
 Total raw score ranges between 0 and 50 with standardized T-score values between 20 and 66. The higher the score, the better the performance.
 
 Change in TFLS T-score was used in this study, Baseline, 12 months",,ALL,"ADULT, OLDER_ADULT",PHASE2,"UT Southwestern Medical Center, Dallas, Texas, 75390, United States","Principal Investigator : Steven Vernino, MD, PhD , UT Southwestern Medical Center"
Hashimoto Encephalitis,NCT03872284,Neuro-ophthalmology and Autoimmune Encephalitis (NODE),https://clinicaltrials.gov/study/NCT03872284,Autoimmune Encephalitis,"OTHER: oculomotor movement recordings, neurovisual assessment","Percentage of patients presenting a neuro-ophthalmological abnormality., A neuro-ophthalmological disorder is defined as an abnormality in the oculo-motor movement recording or/and the presence of a neurovisual impairment., Day 0|Percentage of patients presenting neuro-ophthalmological abnormality., A neuro-ophthalmological disorder is defined as an abnormality in the oculo-motor movement recording or/and the presence of a neurovisual impairment., At 6 months if an abnormality is found",,,ALL,"ADULT, OLDER_ADULT",,"Hospices Civils de Lyon, Bron, 69500, France","Principal Investigator : Caroline Tilikete, Prof. , Department of neuro-ophthalmology, Pierre Wertheimer university hospital"
Hashimoto Encephalitis,NCT05177939,Phase III Clinical Study of NPB-01 in Patients With Autoimmune Encephalitis,https://clinicaltrials.gov/study/NCT05177939,Autoimmune Encephalitis,DRUG: NPB-01|DRUG: NPB-01-ME,"Proportion of responders in CASE (Clinical Assessment Scale in Autoimmune Encephalitis), A responder is defined as a patient whose CASE score at Week 4 of the post-treatment follow-up period after treatment with investigational product improved by 40% or more compared to the pre-treatment period., 4 weeks","CASE, The change in CASE score at each time point after the start of treatment with investigational product compared with that on Day 8 of the pretreatment period will be compared between the arms. Changes in CASE scores divided into three segments (0 -4: excellent, 5 -9: moderate, 10 -27: poor) will also be compared.
 
 In addition, the period until CASE score becomes 4 points or less after the start of treatment with investigational product will be checked., 1, 2, 3, 4, 6, 8, 12 weeks|mRS, Changes in mRS at each time point after the start of investigational product treatment compared with Day 8 of the pretreatment period will be compared between the arms., 1, 2, 3, 4, 6, 8, 12 weeks|GCS, To compare the change in GCS at each time point after the start of investigational product with that on Day 8 of the pretreatment period between the arms., 1, 2, 3, 4, 6, 8, 12 weeks|MMSE-J, The change in MMSE-J at each time point after the start of investigational product as compared with Day 8 of the pretreatment period will be compared between the arms., 4, 8, 12 weeks|FAB, The change in FAB at each time point after the start of investigational product as compared with Day 8 of the pretreatment period will be compared between the arms., 4, 8, 12 weeks|Disappearance of abnormal EEG findings, The proportion of subjects in whom abnormal findings in EEG disappeared at each time point after the start of investigational product as compared with Day 8 of the pretreatment period will be compared between the arms., 4, 12 weeks|Disappearance of abnormal head MRI findings, The proportion of subjects in whom abnormal findings in head MRI disappeared at each time point after the start of investigational product as compared with Day 8 of the pretreatment period will be compared between the arms., 4, 12 weeks|Cerebrospinal fluid test, The proportion of subjects in whom the cell count returned to within the reference range (â‰¤ 5/Î¼l) and the proportion of subjects in whom the protein count returned to within the reference range (15.0 \~ 45.0 mg/dL) at each time point after the start of investigational product treatment as compared with Day 8 of the pretreatment period will be checked., 4, 12 weeks|Duration of hospitalization, Duration of hospitalization after the start of treatment with investigational product to be compared between the arms., 12 weeks|mRS proportion, The proportions of subjects with an mRS score of â‰¤ 2, subjects with an improvement of â‰¥ 1 point, and subjects with an improvement of â‰¥ 2 points will also be compared.
 
 Also, the time to mRS improvement after the start of treatment with investigational product (â‰¤ 2 points, â‰¥ 1 point improvement, â‰¥ 2 points improvement) ., 1, 2, 3, 4, 6, 8, 12 weeks|GCS proportion, Changes in GCS when divided into three segments (15-13: Mild, 12-9: Moderate, 8-3: Severe) will also be compared.
 
 In addition, the period until the GCS score reaches 13 or higher after the start of treatment with investigational product will be checked., 1, 2, 3, 4, 6, 8, 12 weeks",,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,"Trial site 1, Ube, Yamaguchi, Japan","Study Chair : Mamoru Ota , Nihon Pharmaceutical Co., Ltd"
Hashimoto Encephalitis,NCT05225883,GWAS in NMDAR Encephalitis,https://clinicaltrials.gov/study/NCT05225883,Autoimmune Encephalitis,GENETIC: GWAS,"GWAS in autoimmune encephalitis, Detection of genetic variants (SNPs) in autoimmune encephalitis, 24 month after the beginning of study",,,ALL,"CHILD, ADULT, OLDER_ADULT",,"Centre de rÃ©fÃ©rence des syndromes neurologiques paranÃ©oplasiques et encÃ©phalites auto-immunes, Lyon, France",Hospices Civils de Lyon
Hashimoto Encephalitis,NCT04175522,Safety and Efficacy of IGIV 10% in Patients With Autoimmune Encephalitis:,https://clinicaltrials.gov/study/NCT04175522,Autoimmune Encephalitis,DRUG: Immunoglobulin G,"Chage of mRS(The Modified Rankin Scale) score; 0(better) to 6(worse), Change of mRS score 7 days and 28 days after IP administration compared with baseline(before IP administration), 28 days","Chage and improvement of mRS(The Modified Rankin Scale) score; 0(better) to 6(worse), Change and improvment of mRS score 14 days and 28 days after IP administration compared with baseline(before IP administration), 28 days|Chage and improvement of Glasgow coma scale(GCS); 3(worse) to 15(better), Change and improvment of Glasgow coma scale(GCS) 7 days, 14 days and 28 days after IP administration compared with baseline(before IP administration), 28 days|Chage and improvement of Clinical Global Impression Scale-Severity; 1(better) to 7(worse), Change and improvment of Clinical Global Impression Scale-Severity 7 days, 14 days and 28 days after IP administration compared with baseline(before IP administration), 28 days|Chage and improvement of Clinical Global Impression Scale-Impovement; 1(better) to 7(worse), Change and improvment of Clinical Global Impression Scale-Improvement 7 days, 14 days and 28 days after IP administration compared with baseline(before IP administration), 28 days|Chage and improvement of CASE(Clinical Assessment scale of Encephalitis) score; 0(better) to 27(worse), Change and improvment of CASE score 7 days, 14 days and 28 days after IP administration compared with baseline(before IP administration), 28 days|The relationship, The relationship between neurological scale, 28 days",,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,"Seoul National University Hospital, Seoul, 03080, Korea, Republic of","Principal Investigator : Soon Tae Lee, MD, Ph.D. , Seoul National University Hospital"
Hashimoto Encephalitis,NCT05605223,Study of Acute Autoimmune Encephalitis With Positive Antibodies in Eastern France,https://clinicaltrials.gov/study/NCT05605223,Acute Autoimmune Encephalitis,,"Retrospective description of autoimmune encephalitis in children, Files analysed retrospectively from January 01, 2006 to December 31, 2018 will be examined",,,ALL,CHILD,,"Service de PÃ©diatrie 1 - CHU de Strasbourg - France, Strasbourg, 67091, France",
Hashimoto Encephalitis,NCT05741619,Long-term Follow up of Patient With Anti-GABAbr Antibodies Associated-encephalitis.,https://clinicaltrials.gov/study/NCT05741619,Autoimmune Encephalitis,OTHER: Long-term outcome,"Modified-Rankin scale (mRS), Modified-Rankin scale (mRS) ranked from 0 (full autonomy) to 6 (death), At 60 month (after the beginning of the disease)",,,ALL,"ADULT, OLDER_ADULT",,"Centre de rÃ©fÃ©rence des syndromes neurologiques paranÃ©oplasiques et encÃ©phalites autoimmunes, Lyon, 69677, France",Hospices Civils de Lyon
Hashimoto Encephalitis,NCT05825690,BRIEF TITLE * (in English and Sufficiently Descriptive) Role of MRI in Anti-LGI1 Encephalitis,https://clinicaltrials.gov/study/NCT05825690,Autoimmune Encephalitis,OTHER: Retrospective evaluation of specific brain MRI features,"Cognitive dysfunction and disability, Main outcome measures will include cognitive dysfunction measured by appropriate neuropsychological evaluations, and psychiatric symptoms; it will be ""none"", ""light"", ""moderate"", ""severe"", 12 months",,,ALL,"ADULT, OLDER_ADULT",,"Centre de rÃ©fÃ©rence des syndromes neurologiques paranÃ©oplasiques et encÃ©phalites autoimmunes, Lyon, 69677, France",Hospices Civils de Lyon
Hashimoto Encephalitis,NCT06456736,Clinical Features and Prognostic Markers in Adult Patients With AE Requiring ICU Treatment,https://clinicaltrials.gov/study/NCT06456736,Autoimmune Encephalitis,"OTHER: None, non-interventional study","Modified Rankin Scale, The modified Rankin Scale (mRS) is a commonly used scale for measuring the degree of disability or dependence in the daily activities of people who have suffered a stroke or other causes of neurological disability. It has become the most widely used clinic. mRS is scored on a scale of 0 to 6. The higher the score, the worse the prognosis, 12 months","Mortality, Rate of death at 12 months, 12 months|Rate of complications, Septic shock, hyponatremia, 12 months",,ALL,"CHILD, ADULT, OLDER_ADULT",,,Central South University
Hashimoto Encephalitis,NCT04653571,CASPR2 Encephalitis Initial Symptoms,https://clinicaltrials.gov/study/NCT04653571,CASPR2-Antibody|Encephalitis Autoimmune|Paraneoplastic Syndromes,OTHER: CASPR2 encephalitis,"Initial cognitive impairment or clinical presentation of first epileptic seizures., The retained information will depend on the very first declared symptom: if the patient first showed focal seizures, we will precise the clinical presentation of this seizure. On the other hand, if the patient first showed cognitive symptoms, we will best define this impairment., 8 months",,,ALL,"ADULT, OLDER_ADULT",,"Service de Neuro-Oncologie, HÃ´pital Neurologique Pierre Wertheimer, Bron, 69500, France","Principal Investigator : JÃ©rÃ´me HONNORAT, Pr , Service de neuro-oncologie, HÃ´pital neurologique"
Hashimoto Encephalitis,NCT02905136,Mechanisms of Auto-immune Encephalitis,https://clinicaltrials.gov/study/NCT02905136,Autoimmune Encephalitis,OTHER: Fundamental research,"Pathophysiological study of interaction between specific autoantibodies neuronal synaptic receptors in autoimmune encephalitis : in vivo model, through study completion, an average of 4 years",,,ALL,"CHILD, ADULT, OLDER_ADULT",,"Institut NeuroMyoGÃ¨ne Ã‰quipe Synaptopathies et Autoanticorps (SynatAc) INSERM U1217 / UMR CNRS 5310, Bron, 69500, France","Principal Investigator : JÃ©rÃ´me Honnorat, MD , Hospices Civils de Lyon"
Hashimoto Encephalitis,NCT06432803,Metabolic Imaging for Diagnosis and Prognostication of Autoimmune encephalitiS,https://clinicaltrials.gov/study/NCT06432803,Paraneoplastic Neurological Syndrome|Autoimmune Encephalitis,OTHER: PET-Scan analysis,"Ratio metabolic cortex-striatum, Decrease in the metabolic ratio cortex/striatum in included patients, compared to a control reference cohort., Up to 10 months",,,ALL,"ADULT, OLDER_ADULT",,"CHU Lyon, Pierre-BÃ©nite, 69495, France",Hospices Civils de Lyon
Hashimoto Encephalitis,NCT06173076,A Prospective Study to Evaluate Clinical Outcomes in Anti-LGI1 Encephalitis,https://clinicaltrials.gov/study/NCT06173076,Autoimmune Encephalitis|Leucine-Rich Glioma Inactivated 1 Autoimmune Encephalitis,,"seizure outcomes, The incidence of different seizure outcomes and associated factors will be analyzed., 1 year, 2 year|Clinical severity and recovery 1, modified Rankin scale, ranging from 0-6, higher scores mean a worse outcome, 1 year, 2 year|Clinical severity and recovery 2, clinical assessment scale for autoimmune encephalitis, ranging from 0-27, higher scores mean a worse outcome, 1 year, 2 year|Incidence of recurrence, a relapse of encephalitis, 1 year, 2 year","Memory assessment 1, the Wechsler Memory Scale, high score means a good memory., 1 year, 2 year|Memory assessment 2, Rey Auditory Verbal Learning Test (RAVLT), high score means a good vebal episodic memory., 1 year, 2 year|Brain volume, with 3T magnetic resonance imaging (MRI), volumes of the whole hippocampus, hippocampal subfields and other relevant regions were determined using FreeSurfer. The unit of volume is described as mm3., 1 year, 2 year",,ALL,"ADULT, OLDER_ADULT",,"2nd Affiliated Hospital, School of Medicine, Zhejiang University, China, Hangzhou, Zhejiang, China","Principal Investigator : Chun-Hong Shen , 2nd Affiliated Hospital, School of Medicine, Zhejiang University, China"
Hashimoto Encephalitis,NCT05772611,Characterization of Immune-response in Autoimmune Encephalitis and Paraneoplastic Neurological Syndromes,https://clinicaltrials.gov/study/NCT05772611,Autoimmune Encephalitis|Paraneoplastic Neurological Syndrome,BIOLOGICAL: Genetic and immunology tests,"Correlation between biological results and clinical data, This measure will compare the result of immunological and genetic makers with clinical data of each patient., Through study completion, an average of 1year",,,ALL,"ADULT, OLDER_ADULT",,"Centre de rÃ©fÃ©rence des syndromes neurologiques paranÃ©oplasiques et encÃ©phalites autoimmunes, Lyon, 69677, France",Hospices Civils de Lyon
Hashimoto Encephalitis,NCT05198661,Paraneoplastic Neurological Syndromes and Autoimmune Encephalitis Collection,https://clinicaltrials.gov/study/NCT05198661,Paraneoplastic Neurological Syndromes or Autoimmune Encephalitis,"BIOLOGICAL: Collection of biological sample with sera, CSF, buffy coat, PBMC, plasma.","Blood Samples, Assessment of biocollection of blood samples, 10 years|Cerebrospinal fluid biocollection, Assessment of biocollection of Cerebrospinal fluid, 10 years","Scientific collaboration, Number of project issued from the biocollection, 10 years|Scientific, Number of scientific papers issued from the biocollection, 10 years",,ALL,"CHILD, ADULT, OLDER_ADULT",NA,"Neurology, POINTE-Ã -pitre, Guadeloupe, 97159, France|Neurology, Aix-en-Provence, 13616, France|Neurologie, Amiens, 80000, France|Neurology, Angers, 49055, France|General neurology, Annecy, 74370, France|Neurology, Avignon, 84000, France|Neurologie, Bayonne, 64100, France|Neurology, BesanÃ§on, 25056, France|Neurology, Bobigny, 93000, France|Neurology, Bordeaux, 33000, France|Neurology, Brest, 29200, France|Intensive care medicine, Cannes, 06400, France|Neurologie, ChambÃ©ry, 73011, France|Neurology, Clermont-Ferrand, 63003, France|Neurologie, Colmar, 68000, France|Neurology, CrÃ©teil, 94010, France|General, Vascular and Degenerative Neurology, Dijon, 21231, France|Internal and general practitioner, Gap, 05000, France|Neurologie, Grenoble, France|Neurology, La Roche-sur-Yon, 85925, France|Neurology, Lille, 59000, France|Neurology, Lille, France|Neurology, Limoges, 87042, France|Neurology, Lisieux, 14100, France|Centre de rÃ©fÃ©rence des syndromes neurologiques paranÃ©oplasiques et encÃ©phalites autoimmunes, Lyon, 69677, France|Adult Neurology and Neuropsychology, Marseille, 13005, France|Neurologie, Marseille, 13385, France|Neurology, Marseille, France|Neurology, Metz, 57085, France|Neurology, Montivilliers, 76290, France|General Neurology, Montpellier, 34295, France|General medicine, Mulhouse, 68070, France|Neurology, MÃ¢con, 71000, France|Neurologie, Nancy, 54035, France|Neurology, Nantes, 44093, France|Neurologie, Nice, 06000, France|Neurology, NÃ®mes, 30029, France|Neurology, Paris, 75014, France|Neuropediatrics, Paris, 75015, France|Intensive Care Medicine, Paris, 75018, France|Neurology, Paris, 75019, France|Onco-neurology, Paris, 75651, France|Neurology adult, Paris, 94275, France|Neurology, neuropsychology and language rehabilitation, Poitiers, France|Neurology, Reims, 51100, France|Neurology, Rennes, 35000, France|Vascular and general neurology, Rouen, 76038, France|Neurology, Saint-Brieuc, 22000, France|Neurology, Saint-Denis, 93200, France|Neurology, Saint-Malo, 35400, France|Neurologie, Saint-Nazaire, 44600, France|Neurology, Saint-Ã‰tienne, 42055, France|Neurologie, Strasbourg, 67098, France|Neurology, Strasbourg, 67098, France|Neurology, Suresnes, 92150, France|Neurology, Toulon, 83100, France|Neurology, Toulon, 83800, France|Neurologie, Tours, 37000, France|Neurology, Valenciennes, 59300, France|Neurology, Vannes, 56000, France|Neurology, Versailles, France|Neurology, Ã‰pinal, 88023, France",Hospices Civils de Lyon
Hashimoto Encephalitis,NCT04823728,HLA Analysis in Autoimmune Encephalitis and Related Disorders: Part II,https://clinicaltrials.gov/study/NCT04823728,Autoimmune Encephalitis|Paraneoplastic Neurological Syndrome,GENETIC: Autoimmune encephalitis and paraneoplastic neurological syndromes,"Description of HLA alleles and haplotypes carrier frequencies in autoimmune encephalitis and paraneoplastic neurological syndromes., Analyze the distribution of all HLA alleles at the level of the main HLA susceptibility loci, HLA A, B, C, DR, DQ and DP in all patients with AE or PNS., 5 years. M1-M24: clinical database review, DNA extraction M25-M36: HLA analysis M37-M60: statistical analysis, combined analysis of genetic and clinical data",,,ALL,"ADULT, OLDER_ADULT",,"HÃ´pital Neurologique, Bron, 69677, France",Hospices Civils de Lyon
