NCT Number,Study Title,Study URL,Study Results,Conditions,Interventions,Sex,Age,Phases,Locations
NCT06113445,A Study to Evaluate Efficacy and Safety of Povorcitinib in Participants With Nonsegmental Vitiligo (STOP-V1),https://clinicaltrials.gov/study/NCT06113445,NO,NonSegmental Vitiligo,DRUG: Povorcitinib|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,"Cahaba Dermatology, Hoover, Alabama, 35244, United States|University of California Irvine, Irvine, California, 92697, United States|Clinical Science Institute Clinical Research Specialists Inc, Santa Monica, California, 90404, United States|Cura Clinical Research, Sherman Oaks, California, 91403, United States|Sutter Health Palo Alto Medical Foundation Pamf Sunnyvale Center, Sunnyvale, California, 94086, United States|Renaissance Research, Cape Coral, Florida, 33991, United States|Encore Medical Research, Llc Hollywood, Hollywood, Florida, 33021, United States|San Marcus Research Clinic Inc., Miami Lakes, Florida, 33014, United States|Savin Medical Group, Rc, Miami, Florida, 33156, United States|Skin Research of South Florida, Llc, Miami, Florida, 33173, United States|Olympian Clinical Research, Tampa, Florida, 33609, United States|Forcare Clinical Research, Tampa, Florida, 33613, United States|Cleaver Medical Group, Cumming, Georgia, 30040, United States|Pivotal Research Solutions, Stonecrest, Georgia, 30038, United States|Options Research Group, Llc, Kokomo, Indiana, 46901, United States|Allcutis Research Inc Beverly, Beverly, Massachusetts, 01915, United States|Metro Boston Clinical Partners, Brighton, Massachusetts, 02135-3511, United States|Great Lakes Research Group Inc, Bay City, Michigan, 48706, United States|Wayne State University Physician Group Dermatology, Dearborn, Michigan, 48124, United States|Revival Research Institute, Llc Dermatology, Troy, Michigan, 48084, United States|Grekin Skin Institute Warren, Warren, Michigan, 48088, United States|Medisearch Clinical Trials, Saint Joseph, Missouri, 64506, United States|Jdr Dermatology Research, Las Vegas, Nevada, 89148, United States|Schweiger Dermatology Group - Verona, Verona, New Jersey, 07044, United States|Empire Dermatology, East Syracuse, New York, 13057, United States|Sadick Dermatology Sadick Research Group, New York, New York, 10075, United States|Derm Research Center of New York Inc, Stony Brook, New York, 11790, United States|Bexley Dermatology, Bexley, Ohio, 43209, United States|Dermatology Associates of Plymouth Meeting, Plymouth Meeting, Pennsylvania, 19462, United States|International Clinical Research Tennessee Llc, Murfreesboro, Tennessee, 37130, United States|University of Texas Physicians - Bellaire Station, Bellaire, Texas, 77401, United States|Center For Clinical Studies, Houston, Texas, 77004, United States|Progressive Clinical Research, San Antonio, Texas, 78213, United States|Jordan Valley Dermatology Center, West Jordan, Utah, 84088, United States|Clinical Research Partners Llc Crp Richmond Forest Avenue Office Building Location, Richmond, Virginia, 23226, United States|Dermatology Specialists of Spokane, Spokane, Washington, 99202, United States|Hopital Universitaire de Bruxelles (H.U.B)/ Academisch Ziekenhuis Brussel, Brussels, 01070, Belgium|Universitair Ziekenhuis Gent, Gent, 09000, Belgium|Centre Hospitalier Universitaire de Liege - Sart Tilman, Liege, 04000, Belgium|Cliniques Universitaires Ucl Saint-Luc, Woluwe-saint-lambert, 01200, Belgium|Dermatology Research Institute, Calgary, Alberta, T2J 7E1, Canada|Dr. Chih-Ho Hong Medical Inc., Surrey, British Columbia, V3R 6A7, Canada|Enverus Medical Research, Surrey, British Columbia, V3V 0C6, Canada|Leader Research, Burlington, Ontario, L7R 4H9, Canada|Dermeffects, London, Ontario, N6H 5L5, Canada|North York Research Inc., North York, Ontario, M2M 4J5, Canada|Care Clinic, Ottawa, Ontario, K1A 0K9, Canada|Siena Medical Research Corporation, Ottawa, Ontario, K1A 0K9, Canada|Skin Health, Peterborough, Ontario, K9J 5K2, Canada|Alliance Clinical Trials, Waterloo, Ontario, N2J 1C4, Canada|Bordeaux Chu Hopital Saint - Andre, Bordeaux Cedex, 33075, France|Centre Hospitalier Universitaire (Chu) - Hopital Henri Mondor, Bordeaux Cedex, 33075, France|Clinique de Courlancy, Reims, 51100, France|Hopital Larrey, Toulouse, 31059, France|Universitatsklinikum Erlangen Hautklinik, Erlangen, 91054, Germany|Klinikum Der Johann Wolfgang Goethe University, Frankfurt Am Main, 60590, Germany|Derma-Study-Center Friedrichshafen Gmbh, Friedrichshafen, 88045, Germany|Dermatologische Gemeinschaftspraxis Dres. Quist, Mainz, 55128, Germany|Beldio Research Gmbh, Dr. Schwinn,, Memmingen, 87700, Germany|Hamamatsu University Hospital, Hamamatsu, 431-3192, Japan|St. Marianna University School of Medicine Hospital, Kawasaki, 216-8511, Japan|Kobe University Hospital, Kobe, 6500017, Japan|University Hospital Kyoto Prefectural University of Medicine, Kyoto, 602-8566, Japan|Dokkyo Medical University Saitama Medical Center, Minamikoshigaya, 343-8555, Japan|Nagasaki University Hospital, Nagasaki-shi, 852-8501, Japan|Nagoya City University Hospital, Nagoya, 467-8602, Japan|Kochi Medical School Hospital, Nankoku, 783-8505, Japan|Niigata University Medical and Dental Hospital, Niigata, 9518520, Japan|National Hospital Organization Okayama Medical Center, Okayama-shi, 701-1192, Japan|Tohoku University Hospital, Sendai, 980-8574, Japan|Ntt Medical Center Tokyo, Shinagawa-ku, 141-8625, Japan|Tokyo Medical University Hospital, Shinjuku-ku, 160-0023, Japan|Osaka University Hospital, Suita, 565-0871, Japan|National University Corporation - Tokyo Medical and Dental University (Tmdu), Tokyo, 113-8519, Japan|Juntendo University Urayasu Hospital, Urayasu, 279-0021, Japan|Yamagata University Hospital, Yamagata-shi, 990-9585, Japan|Trials in Medicine S.C., Cuauhtemoc, 06700, Mexico|Instituto de Investigaciones Aplicadas A La Neurociencia A.C, Durango, 34000, Mexico|Grupo Clínico Catei Sc, Guadalajara, 44600, Mexico|Centro de Dermatologia de Monterrey, Monterrey, 64460, Mexico|Hospital Universitario Dr. Jose Eleuterio Gonzalez, Monterrey, 64660, Mexico|Clinica de Enfermedades Cronicas Y de Procedimientos Especiales (Cecype), Morelia, 58249, Mexico|Uva - Amc - Stichting Nederlands Instituut Voor Pigmentstoornissen (Snip) (Netherlands Institute For, Amsterdam, 1105 AZ, Netherlands|Bravis Ziekenhuis, Bergen Op Zoom, 4624 VT, Netherlands|Dermapolis Medical Dermatology Center Dr N. Med. Edyta Gebska, Chorzow, 41-516, Poland|Synexus Polska Sp Z Oo Oddzial W Czestochowie, Czestochowa, 42-202, Poland|Uniwersyteckie Centrum Kliniczne, Gdansk, 80-214, Poland|Synexus Polska Sp. Z O.O. Oddzial W Katowicach, Katowice, 40-040, Poland|Synexus Polska Sp Z Oo Oddzial W Lodzi, Lodz, 90-127, Poland|Dermodent Centrum Medyczne Aldona Czajkowska Rafa¿ Czajkowski, Osielsko, 86-031, Poland|Dermedic Jacek Zdybski, Ostrowiec Swietokrzyski, 27-400, Poland|Uniwersytecki Szpital Kliniczny Im. Fryderyka Chopina W Rzeszowie, Rzeszow, 35-055, Poland|Etg Warszawa, Warsaw, 02-777, Poland|Csk Mswia Centralny Szpital Kliniczny Mswia, Warszawa, 02-507, Poland|Carpe Diem Centrum Medycyny Estetycznej, Warszawa, 02-661, Poland|Synexus Polska Sp. Z O.O. Oddzial Warszawie, Warszawa, 02-672, Poland|Emc Instytut Medyczny Spolka Akcyjna-Euromedicare Szpital Specjalistyczny Z Przychodnia, Wrocaw, 54144, Poland|Hospital Universitario Fundacion Alcorcon, Alcorcon, 28922, Spain|Germans Trias I Pujol, Badalona, 08916, Spain|Hospital Clinic I Provincial, Barcelona, 08036, Spain|Hospital Universitario Ramon Y Cajal, Madrid, 28034, Spain|Clinical Universidad de Navarra Madrid, Madrid, 31008, Spain|Hospital de Manises, Manises, 46940, Spain"
NCT05950542,"Evaluation Safety ,Efficacy Baricitinib Plus Excimer Light Versus Excimer Light Alone in Non Segmental Vitiligo",https://clinicaltrials.gov/study/NCT05950542,NO,"Vitiligo, Generalized",DRUG: Baricitinib,ALL,"CHILD, ADULT, OLDER_ADULT",,
NCT05511493,Efficacy of PRP With Er-YAG Laser Versus With Microneedling in Localized Stable Vitiligo,https://clinicaltrials.gov/study/NCT05511493,NO,Localized Vitiligo,DEVICE: fractional Erbium-YAG laser|DEVICE: microneedling,ALL,"CHILD, ADULT",NA,
NCT04440371,Phototherapy Combination With Topicals in Vitiligo,https://clinicaltrials.gov/study/NCT04440371,NO,"Vitiligo, Generalized",COMBINATION_PRODUCT: Tacrolimus 0.1% ointment twice daily plus NBUVB 3 times weekly|COMBINATION_PRODUCT: Calcipotriol/Betamethasone ointment plus NBUVB,ALL,"ADULT, OLDER_ADULT",NA,"Diala Alshiyab, Irbid, Jordan"
NCT04803461,Catecholamines Level in Vitiligo Patients Before and After Excimer Light,https://clinicaltrials.gov/study/NCT04803461,NO,"Vitiligo, Generalized",DIAGNOSTIC_TEST: serum and urinary catecholamines,ALL,"CHILD, ADULT, OLDER_ADULT",,
NCT05238077,Comparing the Efficacy of Visible Light-Ultraviolet A1 Light Versus Narrowband-Ultraviolet B on Generalized Vitiligo,https://clinicaltrials.gov/study/NCT05238077,NO,Generalized Vitiligo,PROCEDURE: Visible Light-Ultraviolet A Light or Narrowband-Ultraviolet B phototherapy,ALL,"ADULT, OLDER_ADULT",NA,"Department of Dermatology, Henry Ford Medical Center, 3031 West Grand Boulevard,, Detroit, Michigan, 48202, United States"
NCT03378011,UVA1 Phototherapy in Acral Vitiligo,https://clinicaltrials.gov/study/NCT03378011,NO,Acral Vitiligo,OTHER: phototherapy,ALL,"CHILD, ADULT, OLDER_ADULT",NA,"Maha Fathy Elmasry, Cairo, Egypt"
NCT04039451,"Prevalence of Psoriasis and Vitiligo in Assiut Governorate, Egypt",https://clinicaltrials.gov/study/NCT04039451,NO,Psoriasis|Vitiligo,,ALL,"CHILD, ADULT, OLDER_ADULT",,"Assiut University, Assiut, Egypt"
NCT03535051,Efficiency of Fractional-Laser Resurfacing Followed by Topical Tacrolimus 0.03% Cream vs Tacrolimus Alone in Vitiligo,https://clinicaltrials.gov/study/NCT03535051,NO,Stable Vitiligo,DEVICE: fractional carbon dioxide laser|DRUG: Tacrolimus Oint 0.03%,ALL,"CHILD, ADULT, OLDER_ADULT",NA,
NCT04818346,A Study to Evaluate the Efficacy and Safety of INCB054707 in Participants With Vitiligo,https://clinicaltrials.gov/study/NCT04818346,YES,NonSegmental Vitiligo,DRUG: INCB054707|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,"Investigative Site 010, Hoover, Alabama, 35244, United States|Investigative Site 015, Gilbert, Arizona, 85295, United States|Investigative Site 028, Scottsdale, Arizona, 85260, United States|Investigative Site 006, Irvine, California, 92697, United States|Investigative Site 009, Los Angeles, California, 90036, United States|Investigative Site 018, Los Angeles, California, 90045, United States|Investigative Site 017, Sacramento, California, 95815, United States|Investigative Site 032, Orange Park, Florida, 32073, United States|Investigative Site 005, Tampa, Florida, 33613, United States|Investigative Site 022, Tampa, Florida, 33614, United States|Investigative Site 011, West Palm Beach, Florida, 33401, United States|Investigative Site 024, Covington, Louisiana, 70433, United States|Investigative Site 002, Brighton, Massachusetts, 02135, United States|Investigative Site 023, Saint Paul, Minnesota, 55112, United States|Investigative Site 027, Verona, New Jersey, 07044, United States|Investigative Site 003, Columbus, Ohio, 43215, United States|Investigative Site 007, Norman, Oklahoma, 73071, United States|Investigative Site 001, Portland, Oregon, 97223, United States|Investigative Site 021, Plymouth Meeting, Pennsylvania, 19462, United States|Investigative Site 004, Murfreesboro, Tennessee, 37130, United States|Investigative Site 033, Dallas, Texas, 75230, United States|Investigative Site 012, San Antonio, Texas, 78213, United States|Investigative Site 030, Spokane, Washington, 99202, United States|Investigative Site 020, Winnipeg, Manitoba, R3M 3Z4, Canada|Investigative Site 014, Etobicoke, Ontario, M8X 1Y9, Canada|Investigative Site 034, London, Ontario, N6H 5LR, Canada|Investigative Site 025, Mississauga, Ontario, L5H 1G9, Canada|Investigative Site 026, North York, Ontario, M2M4J5, Canada|Investigative Site 031, Oakville, Ontario, L6J 7W5, Canada|Investigative Site 008, Peterborough, Ontario, K9J 5K2, Canada|Investigative Site 029, Quebec, Q1V 4X7, Canada"
NCT03358082,Effectivness of Topical Tacrolimus Monotherapy in Patients With Vitiligo,https://clinicaltrials.gov/study/NCT03358082,NO,Vitiligo|Tacrolimus,DRUG: Tacrolimus 0.03% Ointment|DRUG: Hydrocortisone Acetate 1% Ointment,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1|PHASE2,"Sohag University, Sohag, Egypt"
NCT03577327,The Gut and Skin Microbiome in Vitiligo Disease Progression,https://clinicaltrials.gov/study/NCT03577327,NO,Vitiligo|Healthy,,ALL,"ADULT, OLDER_ADULT",,"Northwestern University, Chicago, Illinois, 60611, United States"
NCT01701648,Melanocyte Transplantation for Patients With Stable Vitiligo.,https://clinicaltrials.gov/study/NCT01701648,NO,Stable Vitiligo,OTHER: Laser CO2,ALL,ADULT,PHASE1|PHASE2,"University Clinic of Navarre, Pamplona, Navarre, 31008, Spain"
NCT03487042,Bimatoprost 0.03% Solution With NB-UVB Versus Their Use With Fractional Carbon Dioxide Laser in Treatment of Generalized Vitiligo,https://clinicaltrials.gov/study/NCT03487042,NO,Generalized Vitiligo,DRUG: Bimatoprost 0.03% ophthalmic solution,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,
NCT01202513,Topical Bimatoprost Solution 0.03%in Stable Vitiligo,https://clinicaltrials.gov/study/NCT01202513,NO,Vitiligo|Repigmentation,DRUG: Bimatoprost 0.03% topical ophthalmic solution,ALL,"CHILD, ADULT",PHASE4,
NCT02156427,Evaluation of Non-cultured Epidermal Cellular Grafting vs Hyaluronic Acid for Repigmenting Vitiligo and Piebaldism,https://clinicaltrials.gov/study/NCT02156427,NO,Vitiligo|Piebaldism,DEVICE: VITICELL|DEVICE: PLACEBO,ALL,"ADULT, OLDER_ADULT",PHASE3,"Department of Dermatology - Ghent University Hospital, Ghent, Belgium|University Hospital Center of Bordeaux, Bordeaux, France|CHU Le Mans, Le Mans, France|Dr Michel PASCAL, Paris, France|San Gallicano Dermatological Institute, Roma, Italy"
NCT06072183,A 104-Week Study of Ritlecitinib Oral Capsules in Adults With Nonsegmental Vitiligo (Active and Stable) Tranquillo 2,https://clinicaltrials.gov/study/NCT06072183,NO,Stable Nonsegmental Vitiligo|Active Nonsegmental Vitiligo,DRUG: Ritlecitinib|DRUG: Ritlecitinib|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,"Total Dermatology, Birmingham, Alabama, 35203, United States|Total Skin & Beauty Dermatology Center, PC, Birmingham, Alabama, 35205, United States|Center for Dermatology and Plastic Surgery/CCT Research, Scottsdale, Arizona, 85260, United States|Dermatology Trial Associates, Bryant, Arkansas, 72022, United States|First OC Dermatology Research Inc, Fountain Valley, California, 92708, United States|L.A. Universal Research Center, Inc., Los Angeles, California, 90057, United States|Cura Clinical Research - Oxnard, Oxnard, California, 93030, United States|Mission Dermatology Center, Rancho Santa Margarita, California, 92688, United States|Mission Dermatology Center, Rancho Santa Margarita, California, 92688, United States|Peninsula Research Associates, Rolling Hills Estates, California, 90274, United States|University of California San Diego - La Jolla, San Diego, California, 92122, United States|Wolverine Clinical Trials, Santa Ana, California, 92705, United States|Wolverine Clinical Trials, Tustin, California, 92780, United States|Gamma Diagnostic Lab, Doral, Florida, 33172, United States|FXM Clinical Research - Fort Lauderdale, Fort Lauderdale, Florida, 33308, United States|Hear 4 U, Hialeah, Florida, 33015, United States|Harmony Medical Research Institute, Hialeah, Florida, 33016, United States|Unlimited Diagnostic Center, Hialeah, Florida, 33016, United States|Wellness Clinical Research, Miami Lakes, Florida, 33016, United States|SouthCoast Research Center, Miami, Florida, 33136, United States|Bio-Medical Research LLC, Miami, Florida, 33144, United States|All Hearing Aid, LLC, Miami, Florida, 33155, United States|Health and Life Research Institute, Miami, Florida, 33155, United States|South Miami Medical & Research Group, Miami, Florida, 33155, United States|New Horizon Research Center, Miami, Florida, 33165, United States|Miami Dermatology and Laser Research, Miami, Florida, 33173, United States|Skin Research of South Florida, Miami, Florida, 33173, United States|Well Pharma Medical Research, Corp., Miami, Florida, 33173, United States|FXM Clinical Research - Miami, Miami, Florida, 33175, United States|JD Medical Group, Miami, Florida, 33176, United States|Floridian Research Institute Llc, Miami, Florida, 33179, United States|Sanitas Research, Miami, Florida, 33186, United States|FXM Clinical Research - Miramar, Miramar, Florida, 33027, United States|GCP Research, Global Clinical professionals, Saint Petersburg, Florida, 33705, United States|NorthShore University Health System, Skokie, Illinois, 60077, United States|The South Bend Clinic, LLC, South Bend, Indiana, 46617, United States|Dermatology & Advanced Aesthetics, Lake Charles, Louisiana, 70605, United States|Concentra Urgent Care, Auburn Hills, Michigan, 48326, United States|Oakland Hills Dermatology, Auburn Hills, Michigan, 48326, United States|Great Lakes Research Group, Inc., Bay City, Michigan, 48706, United States|Henry Ford Medical Center - New Center One, Detroit, Michigan, 48202, United States|Great Lakes Hearing Care, Rochester, Michigan, 48307, United States|MediSearch Clinical Trials, Saint Joseph, Missouri, 64506, United States|Canfield Scientific Inc., Parsippany, New Jersey, 07054, United States|Juva Skin & Laser Center, New York, New York, 10022, United States|OptiSkin Medical, New York, New York, 10128, United States|OptiSkin Medical, New York, New York, 10128, United States|DermResearchCenter of New York, Inc., Stony Brook, New York, 11790, United States|Darst Dermatology, Charlotte, North Carolina, 28277, United States|Dermatology Specialists of Charlotte, Charlotte, North Carolina, 28277, United States|Bexley Dermatology Research, Bexley, Ohio, 43209, United States|Centricity Research Dublin Multispeciality, Dublin, Ohio, 43016, United States|Centricity Research Dublin Multispecialty, Dublin, Ohio, 43016, United States|Oregon Dermatology and Research Center, Portland, Oregon, 97210, United States|Columbia Dermatology & Aesthetics, Columbia, South Carolina, 29212, United States|Palmetto Clinical Trial Services - Greenville, Greenville, South Carolina, 29615, United States|International Clinical Research - Tennessee LLC, Murfreesboro, Tennessee, 37130, United States|Center for Clinical Studies, Houston, Texas, 77004, United States|Austin Institute for Clinical Research, Pflugerville, Texas, 78660, United States|Austin Institute for Clinical Research, Pflugerville, Texas, 78660, United States|Global Imaging, Sugar Land, Texas, 77478, United States|Complete Dermatology, Sugar Land, Texas, 77479, United States|Fort Bend Hearing, Sugar Land, Texas, 77479, United States|Springville Dermatology - Springville/CCT Research, Springville, Utah, 84663, United States|The Education & Research Foundation, Inc., Lynchburg, Virginia, 24501, United States|Virginia Dermatology and Skin Cancer Center, Norfolk, Virginia, 23502, United States|Diagnostic - Consultative Center XXVIII - Sofia, Sofia, 1528, Bulgaria|""Diagnostic - Consultative Center XX - Sofia"" EOOD, Sofia, 1618, Bulgaria|Wiseman Dermatology Research Inc., Winnipeg, Manitoba, R3M 3Z4, Canada|SimcoDerm Medical and Surgical Dermatology Center, Barrie, Ontario, L4M 7G1, Canada|DermEffects, London, Ontario, N6H 5L5, Canada|The Centre for Clinical Trials, Oakville, Ontario, L6J 7W5, Canada|Medicor Research Inc, Sudbury, Ontario, P3C 1X3, Canada|Sudbury Skin Clinique, Sudbury, Ontario, P3C 1X8, Canada|North York Research Inc, Toronto, Ontario, M2N 3A6, Canada|Dermatology on Bloor - Research Toronto, Toronto, Ontario, M4W 2N4, Canada|Innovaderm Research Inc., Montréal, Quebec, H2X 2V1, Canada|Centre de Recherche Saint-Louis, Sherbrooke, Quebec, J1G 1X9, Canada|Diex Recherche sherbrooke Inc., Sherbrooke, Quebec, J1L 0H8, Canada|Skinsense Medical Research, Saskatoon, Saskatchewan, S7K 2C1, Canada|Diex Recherche Quebec Inc., Quebec, G1V 4T3, Canada|Alpha Recherche Clinique, Quebec, G2J 0C4, Canada|Beijing Friendship Hospital Affiliate of Capital University, Beijing, Beijing, 100050, China|Peking Union Medical College Hopital, Beijing, Beijing, 100730, China|Peking Union Medical College Hospital, Beijing, Beijing, 100730, China|The First Affiliated Hospital Of Fujian Medical University, Fuzhou, Fujian, 350005, China|Dermatology Hospital of Southern Medical University, Guangzhou, Guangdong, 510091, China|Guangzhou First People's Hospital, Guangzhou, Guangdong, 510180, China|The Affiliated Hospital of Guizhou Medical University, Guiyang, Guizhou, 550004, China|The First Hospital of Hebei Medical University, Shijiazhuang, Hebei, 050000, China|The First Hospital of Hebei Medical University, Shijiazhuang, Hebei, 050030, China|NanYang First people's hospital, Nanyang, Henan, 473000, China|The First Hospital of Wuhan, Wuhan, Hubei, 430022, China|The Second Xiangya Hospital of Central South University, Changsha, Hunan, 410011, China|The First Affiliated Hospital of Baotou Medical College, Baotou, Inner Mongolia, 014010, China|Jiangsu Province Hospital, Nanjing, Jiangsu, 210029, China|The First Hospital of Jilin University, Changchun, Jilin, 130021, China|The First Hospital of Jilin University, Changchun, Jilin, 130021, China|The First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, 710061, China|Huashan Hospital, Fudan University, Shanghai, Shanghai, 200040, China|Chengdu second people's hospital, Chengdu, Sichuan, 610017, China|Tianjin Medical University General Hospital, Tianjin, Tianjin, 300052, China|First Affiliated Hospital of Kunming Medical University, Kunming, Yunnan Sheng, 650032, China|Hangzhou Third Hospital, Hangzhou, Zhejiang, 310009, China|Sir Run Run Shaw Hospital of Zhejiang University School of Medicine, Hangzhou, Zhejiang, 310016, China|The First Affiliated Hospital Of Fujian Medical University, Fuzhou, 350005, China|Shanghai General Hospital, Shanghai, 200080, China|The First Hospital of Hebei Medical University, Shijiazhuang, 050030, China|Hautzentrum im Jahrhunderthaus, Bochum, Nordrhein-westfalen, 44793, Germany|BAG Drs. Med. Quist PartG, Mainz, Rheinland-pfalz, 55128, Germany|HNO-Praxis Dr. Kugler in Magdeburg, Magdeburg, Sachsen-anhalt, 39104, Germany|Magdeburger Company for Medical Studies and Services, Magdeburg, Sachsen-anhalt, 39104, Germany|Radiologie Ulrichshaus, Magdeburg, Sachsen-anhalt, 39104, Germany|Pécsi Tudományegyetem Klinikai Központ, Pécs, Baranya, 7632, Hungary|Synexus Magyarorszag Kft. (Gyula DRS), Gyula, Békés, 5700, Hungary|Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ, Szeged, Csongrád, 6720, Hungary|Allergo-Derm Bakos Kft, Szolnok, Jász-nagykun-szolnok, 5000, Hungary|Óbudai Egészségügyi Centrum, Budapest, 1036, Hungary|Orvostudomanyi Kutato es Fejleszto Kft, Debrecen, 4027, Hungary|DERMA-B Egészségügyi és Szolgáltató, Debrecen, 4031, Hungary|Debreceni Egyetem Klinikai Kozpont, Debrecen, 4032, Hungary|Derm-Surg Kft., Kaposvár, 7400, Hungary|Istituto Dermopatico Immacolata, Rome, Roma, 00167, Italy|Japan Community Health Care Organization Chukyo Hospital, Nagoya, Aichi, 457-8510, Japan|Japan Community Healthcare Organization Chukyo Hospital, Nagoya, Aichi, 457-8510, Japan|Toho University Sakura Medical Center, Sakura, Chiba, 285-8741, Japan|Juntendo University Urayasu Hospital, Urayasu, Chiba, 279-0021, Japan|Takarazuka City Hospital, Takarazuka, Hyōgo, 665-0827, Japan|Tokyo Medical University Ibaraki Medical Center, Inashiki-gun, Ibaraki, 300-0395, Japan|Tokyo Medical University Ibaraki Medical Center, Inashiki, Ibaraki, 300-0395, Japan|Kindai University Nara Hospital, Ikoma City, Nara, 630-0293, Japan|Osaka Habikino Medical Center, Habikino, Osaka, 583-8588, Japan|Hamamatsu University Hospital, Hamamatsu-shi, Shizuoka, 431-3192, Japan|Hamamatsu University Hospital, Hamamatsu, Shizuoka, 431-3192, Japan|Tokyo Medical And Dental University Hospital, Bunkyō, Tokyo, 113-8519, Japan|Yamaguchi University Hospital, Ube, Yamaguchi, 755-8505, Japan|Wromedica I Bielicka A Strzalkowska s.c., Wroclaw, Dolnośląskie, 51-685, Poland|Clinica Dermatoestetica Prywatny Gabinet Dermatologiczny I Alergologiczny Prof.Dr Hab.Med. Barbara Z, Bydgoszcz, Kujawsko-pomorskie, 85-650, Poland|ETG Warszawa, Warszawa, Mazowieckie, 02-677, Poland|Klinika Ambroziak Dermatologia, Warszawa, Mazowieckie, 02-953, Poland|Carpe Diem Centrum Medycyny Estetycznej, Warszaw, Mazowieckie, 02-661, Poland|Specjalistyczny Gabinet Dermatologiczny Aplikacyjno-Badawczy, Marek Brzewski, Paweł Brzewski spółka, Kraków, Małopolskie, 30-002, Poland|Specderm Poznanska sp.j., Bialystok, Podlaskie, 15-375, Poland|ClinicMed Daniluk, Nowak Spółka komandytowa, Bialystok, Podlaskie, 15-879, Poland|""DERMED"" Centrum Medyczne Sp. z o.o., Lodz, Łódzkie, 90-265, Poland|Clinmedica Research Sp. z. o. o., Skierniewice, Łódzkie, 96-100, Poland|Centrum Medyczne Angelius Provita, Katowice, Śląskie, 40-611, Poland|Fakultna nemocnica s poliklinikou F.D.Roosevelta Banska Bystrica, Banska Bystrica, Banskobystrický KRAJ, 97517, Slovakia|SANARE, s.r.o, Svidnik, Prešovský KRAJ, 089 01, Slovakia|Fakultna nemocnica Trnava, Trnava, Trnavský KRAJ, 917 75, Slovakia|CLINIQ s.r.o., Bratislava, 811 09, Slovakia|BeneDerma, Bratislava, 841 02, Slovakia|Derma therapy spol. s.r.o., Bratislava, 851 01, Slovakia|Topskin pro s.r.o., Kosice, 040 01, Slovakia|Poliklinika ProCare Kosice s.r.o., Kosice, 040 23, Slovakia|Hospital de la Santa Creu i Sant Pau, Barcelona, Catalunya [cataluña], 08041, Spain|Hospital Universitario Infanta Leonor, Madrid, Madrid, Comunidad DE, 28031, Spain|Clinica Universidad de Navarra, Madrid, 28027, Spain|Hospital Universitario Infanta Leonor, Madrid, 28031, Spain|Hospital Universitario 12 de Octubre, Madrid, 28041, Spain|Hospital Universitari i Politecnic La Fe, València, 46026, Spain|Hospital Universitario Miguel Servet, Zaragoza, 50009, Spain|Kaohsiung Medical University Chung-Ho Memorial Hospital, Kaohsiung, Taiwan|National Taiwan University Hospital, Taipei, 10002, Taiwan|Taipei Veterans General Hospital, Taipei, 11217, Taiwan"
