Disease,NCT Number,Study Title,Study URL,Study Results,Conditions,Interventions,Sex,Age,Phases,Locations,Principal_Investigators
Epilepsy,NCT00280696,A Double-blind Confirmatory Trial of Levetiracetam in Epilepsy Patients With Partial Onset Seizures,https://clinicaltrials.gov/study/NCT00280696,NO,"Epilepsies, Partial",DRUG: Levetiracetam 250 mg|DRUG: Levetiracetam 500 mg|OTHER: Placebo,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,"Aichi-gun, Aichi, Japan|Nagoya, Aichi, Japan|Nayoga, Aichi, Japan|Hirosaki, Aomori, Japan|Kitakyusyu, Fukuoka, Japan|Kurume, Fukuoka, Japan|Fukuyama, Hiroshima, Japan|Asahikawa, Hokkaido, Japan|Hakodate, Hokkaido, Japan|Sapporo, Hokkaido, Japan|Kobe, Hyogo, Japan|Kahoku-gun, Ishikawa, Japan|Kikuchi-gun, Kumamoto, Japan|Sendai, Miyagi, Japan|Omura, Nagasaki, Japan|Izumi, Osaka, Japan|Neyagawa, Osaka, Japan|Suita, Osaka, Japan|Kawachi-gun, Tochigi, Japan|Kodaira, Tokyo, Japan|Ube, Yamaguchi, Japan|Chiba, Japan|Fukuoka, Japan|Gihu, Japan|Hiroshima, Japan|Kagoshima, Japan|Kobe, Japan|Kyoto, Japan|Miyazaki, Japan|Nagaoka, Japan|Niigata, Japan|Okayama, Japan|Osaka, Japan|Shizuoka, Japan|Tokyo, Japan|Toyama, Japan|Yamagata, Japan","Study Director : UCB Clinical Trial Call Center , UCB Pharma"
Epilepsy,NCT03807141,Evaluation of the Modified Atkins Diet in Children With Epileptic Spasms,https://clinicaltrials.gov/study/NCT03807141,NO,Epileptic Spasms,OTHER: Modified Atkins diet,ALL,CHILD,PHASE2|PHASE3,"Lady Hardinge Medical College, New Delhi, Delhi, 110018, India",Lady Hardinge Medical College
Epilepsy,NCT04802135,Creation of a Register of Patients With Neonatal-onset Epileptic Encephalopathy,https://clinicaltrials.gov/study/NCT04802135,NO,Epileptic Encephalopathy,OTHER: Survey,ALL,"CHILD, ADULT, OLDER_ADULT",,"CHU Angers, Angers, France|CHU Bordeaux, Bordeaux, France|CHU Brest, Brest, France|CHRU Lille, Lille, France|CHU Limoges, Limoges, France|Hospices Civils Lyon, Lyon, France|HÃ´pital La Timone, Marseille, 13005, France|CHU Montpellier, Montpellier, France|APHP PitiÃ© SalpÃªtriÃ¨re, Paris, France|APHP Robert DebrÃ©, Paris, France|HÃ´pital Necker, Paris, France|CHU Rennes, Rennes, France|CHRU Strasbourg, Strasbourg, France|CHU Toulouse, Toulouse, France|CHU Tours, Tours, France","Study Director : Jean Olivier Arnaud , Assistance Publique - HÃ´pitaux de Marseille"
Epilepsy,NCT00255411,Psychiatric Correlates of Psychogenic Movement Disorder and Non-Epileptic Seizure,https://clinicaltrials.gov/study/NCT00255411,NO,Psychogenic Movement Disorders|Non-epileptic Seizures,,ALL,"ADULT, OLDER_ADULT",,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, 20892, United States",National Institute of Neurological Disorders and Stroke (NINDS)
Epilepsy,NCT04147663,Epidemiology of Suspected Epileptic Seizures,https://clinicaltrials.gov/study/NCT04147663,NO,Epilepsy,OTHER: describe the management of the adult population suffering from suspected seizure by the emergency structures,ALL,"ADULT, OLDER_ADULT",,"Centre Hospitalier St Joseph St Luc, Lyon, 69007, France","Principal Investigator : Sylvie MEYRAN, MD , Centre Hospitalier Saint Joseph St Luc de Lyon"
Epilepsy,NCT00212745,Pilot Trial of a Behavioral Treatment for Epilepsy,https://clinicaltrials.gov/study/NCT00212745,NO,"Epilepsies, Partial",BEHAVIORAL: Andrews/Reiter behavioral treatment for epilepsy,ALL,"CHILD, ADULT",PHASE1|PHASE2,"Oregon Health and Science University, Portland, Oregon, 97239, United States","Principal Investigator : Siegward M Elsas, M.D. , Oregon Health and Science University"
Epilepsy,NCT01235403,Trial to Assess Optimized Dosage of Lacosamide as add-on Therapy in Patients With Partial Onset Seizure,https://clinicaltrials.gov/study/NCT01235403,YES,Partial Epilepsies,DRUG: Lacosamide,ALL,"ADULT, OLDER_ADULT",PHASE4,"Amiens, France|Aubenas, France|Auxerre, France|Bordeaux, France|Brest, France|Caen, France|Carpentras, France|Chateaubriand, France|Colmar, France|CrÃ©teil, France|Gap, France|Gonesse, France|La Rochelle, France|Laval, France|Limoges, France|Marseille, France|MontluÃ§on, France|Nice, France|NÃ®mes, France|Paris, France|Perpignan, France|Poitiers, France|Pringy, France|Rennes, France|Rouen, France|Saint Aubin Sur Cie, France|Saint Julien En Gengvois, France|Saint-Malo, France|St Brieuc, France|Toulouse, France|Vienne, France|Villeurbanne, France","Study Director : UCB Clinical Trial Call Center , +1 877 822 9493 (UCB)"
Epilepsy,NCT00072813,MRI in Autosomal Dominant Partial Epilepsy With Auditory Features,https://clinicaltrials.gov/study/NCT00072813,NO,"Epilepsies, Partial",,ALL,"ADULT, OLDER_ADULT",,"National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, 20892, United States|Columbia University, New York, New York, 10032-3784, United States",National Institute of Neurological Disorders and Stroke (NINDS)
Epilepsy,NCT00771927,Post-Authorization Safety Study to Assess the Safety of Vimpat as add-on Therapy in Patients With Partial-onset Seizures,https://clinicaltrials.gov/study/NCT00771927,YES,"Epilepsies, Partial",DRUG: Lacosamide,ALL,"CHILD, ADULT, OLDER_ADULT",,"Bron, France|Dijon, France|La Tronche, France|Montpellier, France|Nantes, France|Paris, France|Saint Brieuc, France|Tain L'Hermitage, France|Aschaffenburg, Germany|Bad Berka, Germany|Berlin, Germany|Bernau, Germany|Bielefeld, Germany|Bonn, Germany|Dresden, Germany|Dusseldorf, Germany|Erlangen, Germany|Essen, Germany|Freiburg, Germany|Gottingen, Germany|Halle, Germany|Hamburg, Germany|Jena, Germany|Kehl-Kork, Germany|Kiel, Germany|Koningstein-Falkenstein, Germany|Krefeld, Germany|Mainz, Germany|Marburg, Germany|Munster, Germany|MÃ¼nchen, Germany|Neuburg, Germany|Neukirchen-Vluyn, Germany|Oldenburg, Germany|Osnabruck, Germany|Potsdam, Germany|Radeberg, Sachsen, Germany|Ravensburg, Germany|Rotenburg/WÃ¼mme, Germany|Stuttgart, Germany|Ulm, Germany|Vogtareuth, Germany|Westerstede, Germany|Blaricum, Netherlands|Heeze, Netherlands|Nijmegen, Netherlands|Barcelona, Spain|El Vendrell, Spain|Plymouth, Devon, United Kingdom|Fulwood, Preston, Lancashire, United Kingdom|Bangor, United Kingdom|Birmingham, United Kingdom|Cardiff, United Kingdom|Dundee, United Kingdom|Edinburgh, United Kingdom|Leeds, United Kingdom|Leicester, United Kingdom|London, United Kingdom|Middlesborough, United Kingdom|Salford, United Kingdom|Sheffield, United Kingdom|Stoke on Trent, United Kingdom","Study Director : UCB Clinical Trial Call Center , +1 877 822 9493 (UCB)"
Epilepsy,NCT00918047,Study of PK and Safety of OXC (Oxcarbazepine) XR (Extended Release) as Adjunctive Therapy in Pediatric Epilepsy Patients,https://clinicaltrials.gov/study/NCT00918047,NO,"Epilepsies, Partial",DRUG: SPN-804O,ALL,CHILD,PHASE1,"Little Rock, Arkansas, United States|Loxahatchee Groves, Florida, United States|Tampa, Florida, United States|Rockville, Maryland, United States|Lake Success, New York, United States|Rochester, New York, United States|Kingsport, Tennessee, United States|San Antonio, Texas, United States","Supernus Pharmaceuticals, Inc."
Epilepsy,NCT03169751,An Exploratory Trial Using sEMG to Differentiate PNES From Epileptic Seizures,https://clinicaltrials.gov/study/NCT03169751,NO,Non-Epileptic Seizure|Motor Seizure|Epilepsy,DEVICE: Brain Sentinel Monitoring and Alerting System,ALL,"ADULT, OLDER_ADULT",,"Krankenhaus Hietzing mit Neurologischem Zentrum Rosenhugel, Wien, 1130, Austria","Principal Investigator : Christoph Baumgartner, MD , Krankenhaus Hietzing mit Neurologischem Zentrum RosenhÃ¼gel"
Epilepsy,NCT00512317,Open-label Extension to Protocol 1042-0600,https://clinicaltrials.gov/study/NCT00512317,YES,"Epilepsies, Partial",DRUG: ganaxolone,ALL,"ADULT, OLDER_ADULT",PHASE2,"University of Alabama, Birmingham, Alabama, 35294-0021, United States|Barrow Neurological Institute, Phoenix, Arizona, 85013, United States|Arkansas Epilepsy Program, Little Rock, Arkansas, 72205, United States|University of Southern California Adult Comprehensive Epilepsy Center, Los Angeles, California, 90033, United States|University of California-Davis, Sacramento, California, 95817, United States|Anchutz Outpatient Pavillion Neurosciences Clinic/ University of Colorado Hospital, Aurora, Colorado, 80010-0045, United States|Yale University School of Medicine, New Haven, Connecticut, 06520, United States|University of Florida McKnight Brain Institute, Gainesville, Florida, 32610-0236, United States|Intercoastal Neurology, Sarasota, Florida, 34232, United States|Emory HealthCare, Atlanta, Georgia, 30322, United States|Southern Illinois University Medical Center, Springfield, Illinois, 62702, United States|University of Iowa Hospitals and Clinics, Iowa City, Iowa, 52242, United States|University of Kentucky, Dept. of Neurology, Lexington, Kentucky, 40536, United States|Mid-Atlantic Epilepsy and Sleep Center, Bethesda, Maryland, 20817, United States|2799 West Grand blvd. CFP 071, Detroit, Michigan, 48202, United States|Minnesota Epilepsy Group, PA, Saint Paul, Minnesota, 55102-2383, United States|Comprehensive Epilepsy Care Center for Children and Adults, Chesterfield, Missouri, 63017, United States|Neurosciences Institute at Albany Medical Center, Albany, New York, 12208, United States|SUNY Upstate Medical University, Syracuse, New York, 13210, United States|Ohio State University Medical Center, Columbus, Ohio, 43210, United States|Riddle Health Care Center for Neuroscience, Media, Pennsylvania, 19063, United States|Thomas Jefferson University, Philadelphia, Pennsylvania, 19107, United States|Vanderbilt University Medical Center, Nashville, Tennessee, 37232, United States|Neurological Clinic of Texas, P.A., Dallas, Texas, 75230, United States|Virginia Commonwealth University, Richmond, Virginia, 23298, United States",
Epilepsy,NCT02598076,Motivational Interviewing to Enhance Adherence of Patients With Psychogenic Non-epileptic Seizures,https://clinicaltrials.gov/study/NCT02598076,YES,"Psychogenic Non-epileptic Seizures, Motivational Interviewing",BEHAVIORAL: motivational interviewing|BEHAVIORAL: standard psychotherapy,ALL,"ADULT, OLDER_ADULT",,"Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States",
Epilepsy,NCT01098162,VimpatÂ® Added as Adjunctive Therapy to One Baseline Antiepileptic Drug,https://clinicaltrials.gov/study/NCT01098162,YES,"Epilepsies, Partial",,ALL,"CHILD, ADULT, OLDER_ADULT",,"55, Aachen, Germany|119, Aalen, Germany|194, Aichach, Germany|191, Altenburg, Germany|136, Alzenau, Germany|78, Aschaffenburg, Germany|35, Bad Berka, Germany|90, Baesweiler, Germany|107, Berlin, Germany|10A, Berlin, Germany|141, Berlin, Germany|25, Berlin, Germany|49, Berlin, Germany|66, Berlin, Germany|75, Berlin, Germany|36, Bielefeld, Germany|5, Bonn, Germany|175, Brandenburg, Germany|192, BÃ¶blingen, Germany|105, Chemnitz, Germany|182, CoppenbrÃ¼gge, Germany|161, Dortmund, Germany|128, Dresden, Germany|21, Dresden, Germany|39, Dresden, Germany|111, DÃ¼ren, Germany|38, DÃ¼sseldorf, Germany|7, Eberswalde, Germany|102, Eisenach, Germany|174, Eisenach, Germany|56, Ellwangen, Germany|50, Erbach, Germany|179, Erfurt, Germany|186, Erfurt, Germany|6, Erlangen, Germany|12, Essen, Germany|27, Freiburg, Germany|137, Fulda, Germany|112, Gelsenkirchen, Germany|103, Gera, Germany|1, Greifswald, Germany|47, Grevenbroich, Germany|158, GÃ¶ttingen, Germany|65, GÃ¶ttingen, Germany|88, GÃ¶ttingen, Germany|134, Halle (Saale), Germany|160, Hamburg, Germany|71, Hamburg, Germany|93, Hamm, Germany|147, Heilbronn, Germany|122, Herborn, Germany|15, Herdecke, Germany|130, HÃ¶chberg, Germany|40, Immenstadt, Germany|52, Jena, Germany|61, JÃ¼lich, Germany|44, Karlstadt, Germany|133, Kastellaun, Germany|125, Kaufbeuren, Germany|16, Kiel, Germany|99, Kleve, Germany|37, Krefeld, Germany|176, KÃ¶ln, Germany|180, KÃ¶ln, Germany|46, Lappersdorf, Germany|113, Leipzig, Germany|4, Leipzig, Germany|68, Leipzig, Germany|81, Leipzig, Germany|138, Lohr am Main, Germany|131, Ludwigsburg, Germany|148, LÃ¼denscheid, Germany|33, Mainz, Germany|154, Mannheim, Germany|151, MÃ¼hlhausen, Germany|101, MÃ¼nchen, Germany|167, MÃ¼nchen, Germany|2, MÃ¼nchen, Germany|43, Neuburg, Germany|62, Neukirchen-Vluyn, Germany|123, Neumarkt, Germany|69, NÃ¼rnberg, Germany|80, Oelde, Germany|98, Oldenburg, Germany|87, Oranienburg, Germany|57, Potsdam, Germany|3, Radeberg, Germany|159, Rathenow, Germany|45, Ravensburg, Germany|95, Rostock, Germany|85, RÃ¼sselsheim, Germany|20, Schleswig, Germany|157, SchlÃ¼chtern, Germany|166, Schorndorf, Germany|181, Schriesheim, Germany|168, Schwedt, Germany|150, SchwÃ¤b. GmÃ¼nd, Germany|140, Senftenberg, Germany|164, Siegen, Germany|144, Sondershausen, Germany|127, Stralsund, Germany|14, Stuttgart, Germany|170, Stuttgart, Germany|104, Traunstein, Germany|183, Troisdorf, Germany|17, TÃ¼bingen, Germany|13, Ulm, Germany|48, Ulm, Germany|54, Unterhaching, Germany|171, Wermsdorf, Germany|143, Westerstede, Germany|79, Wismar, Germany|169, Wolfratshausen, Germany","Study Director : UCB Clinical Trial Call Center , +1 877 822 9493 (UCB)"
Epilepsy,NCT00367432,A Long Term Follow up Administration Study of L059 (Levetiracetam) in Epilepsy Patients With Partial Onset Seizures,https://clinicaltrials.gov/study/NCT00367432,YES,Epilepsies|Partial,DRUG: Levetiracetam,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,"Aichi-gun, Aichi, Japan|Nagoya, Aichi, Japan|Hirosaki, Aomori, Japan|Matsudo, Chiba, Japan|Kitakyusyu, Fukuoka, Japan|Koga, Fukuoka, Japan|Kurume, Fukuoka, Japan|Fukuyama, Hiroshima, Japan|Asahikawa, Hokkaido, Japan|Hakodate, Hokkaido, Japan|Sapporo, Hokkaido, Japan|Kobe, Hyogo, Japan|Kahoku-gun, Ishikawa, Japan|Kanazawa, Ishikawa, Japan|Zentsuji, Kagawa, Japan|Koshi, Kumamoto, Japan|Tsu, Mie, Japan|Iwanuma, Miyagi, Japan|Sendai, Miyagi, Japan|Omura, Nagasaki, Japan|Kashihara, Nara, Japan|Nagaoka, Niigata, Japan|Beppu, Oita, Japan|Izumi, Osaka, Japan|Neyagawa, Osaka, Japan|Suita, Osaka, Japan|Takatsuki, Osaka, Japan|Iruma-gun, Saitama, Japan|Shimotsuga-gun, Tochigi, Japan|Shimotsuke, Tochigi, Japan|Komatsushima, Tokushima, Japan|Chiyoda-Ku, Tokyo, Japan|Kodaira, Tokyo, Japan|Kokubunji, Tokyo, Japan|Shinjuku-ku, Tokyo, Japan|Taito-ku, Tokyo, Japan|Ube, Yamaguchi, Japan|Aomori, Japan|Chiba, Japan|Fukuoka, Japan|Fukushima, Japan|Gifu, Japan|Hiroshima, Japan|Kagoshima, Japan|Kumamoto, Japan|Kyoto, Japan|Miyazaki, Japan|Niigata, Japan|Okayama, Japan|Osaka, Japan|Shizuoka, Japan|Toyama, Japan|Yamagata, Japan","Study Director : UCB Clinical Trial Call Center , +1 877 822 9493"
Epilepsy,NCT03559673,Compassionate Use Program With Lacosamide in Patients With Partial-onset or Generalized Tonic-clonic Seizures,https://clinicaltrials.gov/study/NCT03559673,NO,"Epilepsies, Partial",DRUG: Lacosamide,ALL,"CHILD, ADULT, OLDER_ADULT",,,
Epilepsy,NCT01441401,Safety and Efficacy of Gabapen for Pediatric (Regulatory Post Marketing Commitment Plan),https://clinicaltrials.gov/study/NCT01441401,YES,"Epilepsies, Partial",DRUG: gabapentin,ALL,CHILD,,,"Study Director : Pfizer CT.gov Call Center , Pfizer"
Epilepsy,NCT06007053,Retraining and Control Therapy (ReACT) R33 Phase,https://clinicaltrials.gov/study/NCT06007053,NO,"Convulsion, Non-Epileptic",BEHAVIORAL: ReACT|BEHAVIORAL: Supportive Therapy,ALL,"CHILD, ADULT",,"University of Alabama at Birmingham, Birmingham, Alabama, 35294, United States","Principal Investigator : Aaron Fobian, PhD , University of Alabama at Birmingham"
Epilepsy,NCT00422110,A Study to Evaluate the Efficacy and Safety of Seletracetam in Adult Patients With Refractory Partial Onset Seizures,https://clinicaltrials.gov/study/NCT00422110,NO,"Epilepsies, Partial",DRUG: Seletracetam,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2|PHASE3,,
Epilepsy,NCT03024827,Cannabidiol in Children With Refractory Epileptic Encephalopathy,https://clinicaltrials.gov/study/NCT03024827,NO,Epileptic Encephalopathy,DRUG: CanniMedÂ® 1:20,ALL,CHILD,PHASE1,"University of British Columbia, Vancouver, British Columbia, V6T1Z4, Canada|University of Manitoba, Winnipeg, Manitoba, R3T 2N2, Canada|Universite de Montreal, Montreal, Quebec, H3T1J4, Canada|University of Saskatchewan, Saskatoon, Saskatchewan, S7N5C5, Canada","Principal Investigator : Richard Huntsman, MD , Dalhousie University Principal Investigator : Richard Tang-Wai, MD , Loma Linda University Principal Investigator : Jane Alcorn, PhD , University of Saskatchewan"
Epilepsy,NCT05096273,Retraining and Control Therapy (ReACT): Sense of Control and Symptom Expectations as Targets of a Treatment for PNES,https://clinicaltrials.gov/study/NCT05096273,NO,"Convulsion, Non-Epileptic",BEHAVIORAL: ReACT,ALL,"CHILD, ADULT",,"Sparks Center Office of Psychiatric Research, Birmingham, Alabama, 35294, United States",University of Alabama at Birmingham
Epilepsy,NCT03857074,Effects of Green Light Exposure on Epileptic Spikes in Patients With Refractory Epilepsy,https://clinicaltrials.gov/study/NCT03857074,NO,Epilepsy|Epilepsy Intractable,DEVICE: Green Light Exposure,ALL,"CHILD, ADULT",,"Boston Children's Hospital, Boston, Massachusetts, 02130, United States","Principal Investigator : Alexander Rotenberg, MD, PhD , Boston Children's Hospital Principal Investigator : Phillip Pearl, MD , Boston Children's Hospital"
Epilepsy,NCT00772603,Evaluation of Efficacy and Safety of OXC XR as Adjunctive Therapy for Partial Seizures,https://clinicaltrials.gov/study/NCT00772603,YES,"Epilepsies, Partial",DRUG: Placebo|DRUG: 2400mg SPN-804|DRUG: 1200mg SPN-804,ALL,"ADULT, OLDER_ADULT",PHASE3,"Huntsville, Alabama, United States|Northport, Alabama, United States|Phoenix, Arizona, United States|Tucson, Arizona, United States|Little Rock, Arkansas, United States|Riverside, California, United States|West Los Angeles, California, United States|Aurora, Colorado, United States|Jacksonville, Florida, United States|Miami, Florida, United States|Sarasota, Florida, United States|Atlanta, Georgia, United States|Springfield, Illinois, United States|Lexington, Kentucky, United States|Bethesda, Maryland, United States|Missoula, Montana, United States|Camden, New Jersey, United States|New York, New York, United States|Oklahoma City, Oklahoma, United States|Philadelphia, Pennsylvania, United States|Nashville, Tennessee, United States|Baytown, Texas, United States|Temple, Texas, United States|Blagoevgrad, Bulgaria|Pleven, Bulgaria|Plovdiv, Bulgaria|Ruse, Bulgaria|Sofia, Bulgaria|Varna, Bulgaria|Edmonton, Alberta, Canada|Greenfield Park, Quebec, Canada|Dubrovnik, Croatia|Rijeka, Croatia|Zadar, Croatia|Zagreb, Croatia|Ciudad JuÃ¡rez, Chihuahua, Mexico|Mexico City, DF, Mexico|Toluca, Estado de Mexico, Mexico|Guadalajara, Jalisco, Mexico|Zapopan, Jalisco, Mexico|Monterrey, Nuevo Leon, Mexico|San Luis Potosi, San Luis PotosÃ­, Mexico|Aguascalientes, Mexico|Chihuahua, Mexico|Durango, Mexico|Puebla, Mexico|Gizycko, Poland|Katowice, Poland|Konskie, Poland|Krakow, Poland|Lodz, Poland|Lublin, Poland|Warszawa, Poland|Wilkowice, Poland|Zabrze, Poland|Bucharest, Romania|Campulung Muscel, Romania|Cluj-Napoca, Romania|Craiova, Romania|St Petersburg, Sestroretsk, Russian Federation|Kazan, Russian Federation|Kirov, Russian Federation|Kursk, Russian Federation|Moscow, Russian Federation|Nizhniy Novgorod, Russian Federation|Nizhny Novgorod, Russian Federation|Novosibirsk, Russian Federation|Pyatigorsk, Russian Federation|Samara, Russian Federation|Smolensk, Russian Federation|St Petersburg, Russian Federation|St. Petersburg, Russian Federation|Yaroslavl, Russian Federation",
