Disease,NCT Number,Study Title,Study URL,Study Results,Sex,Age,Phases,Conditions 1,Conditions 2,Conditions 3,Conditions 4,Conditions 5,Interventions 1,Interventions 2,Interventions 3,Interventions 4,Interventions 5,Locations_1,Locations_2,Locations_3,Principal Investigators 1,Principal Investigators 2,Principal Investigators 3,,
Alopecia Areata,NCT03811912,Efficacy and Tolerability Study of Two Dose Regimens of CTP-543 in Adults With Alopecia Areata,https://clinicaltrials.gov/study/NCT03811912,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,,,,,DRUG: CTP-543,DRUG: CTP-543 Matching Placebo,,,,"Investigative Site, Irvine, California, 92697, United States","Investigative Site, San Francisco, California, 94118, United States","Investigative Site, New Haven, Connecticut, 06519, United States",Colleen E Hamilton,,,,
Alopecia Areata,NCT01246284,The Efficacy and Safety of Different Concentrations of Localized Injections of Steroids in the Treatment of Alopecia Areata,https://clinicaltrials.gov/study/NCT01246284,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia Areata,,,,,DRUG: Triamcinolone acetonide,OTHER: Normal saline,,,,"The Skin Care Center, Vancouver General Hospital, 835 West 10th Ave, Vancouver, British Columbia, Canada",,,Jerry Shapiro,,,,
Alopecia Areata,NCT02974868,Study To Evaluate The Efficacy And Safety Profile Of PF-06651600 And PF-06700841 In Subjects With Alopecia Areata,https://clinicaltrials.gov/study/NCT02974868,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,,,,,DRUG: PF-06651600,DRUG: PF-06700841,DRUG: Placebo,,,"University of Alabama at Birmingham, Dermatology at the Whitaker Clinic, Birmingham, Alabama, 35233, United States","University of Alabama at Birmingham, The Kirklin Clinic, Birmingham, Alabama, 35233, United States","Southern California Dermatology, Inc., Santa Ana, California, 92701, United States",Pfizer .gov Call Center,,,,
Alopecia Areata,NCT02604888,Efficacy Study of a Cosmetic Lotion in the Treatment of Alopecia Areata in Males and Females,https://clinicaltrials.gov/study/NCT02604888,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia Areata,,,,,OTHER: MEXIS/M6S Patent - lotion against alopecia,,,,,"George Mexis, Athens, 11253, Greece",,,Markos Papakonstantis,,,,
Alopecia Areata,NCT01559584,Phototoxic Doses of Ultraviolet A for Treatment of Alopecia Areata,https://clinicaltrials.gov/study/NCT01559584,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Alopecia Areata,,,,,RADIATION: ultraviolet A (UVA),DRUG: Triamcinolone Acetonide,,,,"Dermatology department - faculty of medicine- Cairo University, Cairo, Egypt",,,,,,,
Alopecia Areata,NCT00408798,Treatment of Alopecia Areata of the Scalp With Intradermal Injections of Botulinum Toxin,https://clinicaltrials.gov/study/NCT00408798,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia Areata,,,,,"DRUG: Intracutaneous injections of Botulinum Toxin A (Botox), 0.1 cc per injection site, which equals 10 units",,,,,"Department of Dermatology, The Skin Care Centre, Vancouver, British Columbia, V5Z 4E8, Canada",,,Jerry Shapiro,,,,
Alopecia Areata,NCT03325296,Efficacy of Twice Daily Application of LEO 124249 Ointment 30 mg/g for 12 Weeks on Eyebrow Alopecia Areata.,https://clinicaltrials.gov/study/NCT03325296,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,,,,,DRUG: LEO 124249,OTHER: Ointment vehicle,,,,"Investigational site, Aarhus, 8000, Denmark","Investigational site, Gentofte, 2820, Denmark",,Study Director,,,,
Alopecia Areata,NCT00063076,Phase II Randomized Bilateral Comparison of Topical Targretin Gel 1% in Alopecia Areata,https://clinicaltrials.gov/study/NCT00063076,NO,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,Alopecia Areata,,,,,DRUG: Targretin Gel 1%,,,,,"UT MD Anderson Cancer Center, Houston, Texas, 77030, United States",,,Madeleine Duvic,,,,
Alopecia Areata,NCT03570749,A Study of Baricitinib (LY3009104) in Participants With Severe or Very Severe Alopecia Areata,https://clinicaltrials.gov/study/NCT03570749,NO,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,Alopecia Areata,,,,,DRUG: Baricitinib,DRUG: Placebo,,,,"University of Alabama at Birmingham, Birmingham, Alabama, 35233, United States","Coastal Clinical Research, Inc, Mobile, Alabama, 36608, United States","Johnson Dermatology, Fort Smith, Arkansas, 72916, United States",Call 1-877- (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9  - 5  Eastern time (/ - 5 hours,,,,
Alopecia Areata,NCT06239324,Evaluation of Latanoprost Combined With Fractional Erbium- YAG Laser,https://clinicaltrials.gov/study/NCT06239324,NO,ALL,ADULT,PHASE1|PHASE2,Alopecia Areata,,,,,DRUG: Latanoprost,,,,,"Qena Hospital, QinÄ, Egypt",,,Soheir AbdelHamid Ali,,,,
Alopecia Areata,NCT02636244,Safety and Efficacy Study of SHAPE Gel in Alopecia Areata,https://clinicaltrials.gov/study/NCT02636244,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,,,,,DRUG: SHAPE Gel,,,,,,,,,,,,
Alopecia Areata,NCT03354637,A Study of ATI-50002 Topical Solution for the Treatment of Alopecia Areata,https://clinicaltrials.gov/study/NCT03354637,YES,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,,,,,DRUG: ATI-50002 high dose,DRUG: ATI-50002 low dose,DRUG: Placebo,,,"Aclaris Investigator Site, Encinitas, California, 92024, United States","Aclaris Investigator Site, Laguna Hills, California, 92653, United States","Aclaris Investigator Site, Redwood City, California, 94063, United States",,,,,
Alopecia Areata,NCT03137381,Study to Evaluate the Safety and Efficacy of CTP-543 in Adults With Moderate to Severe Alopecia Areata,https://clinicaltrials.gov/study/NCT03137381,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,,,,,DRUG: CTP-543,DRUG: CTP-543 matching placebo,,,,"University of California, Irvine, Irvine, California, 92697, United States","Contour Dermatology & Cosmetic Surgery Center, Rancho Mirage, California, 92270, United States","Stanford University School of Medicine, Redwood City, California, 94064, United States",Colleen E. Hamilton,,,,
Alopecia Areata,NCT01797432,Combined Restylane and Triamcinolone Acetonide Injections for the Treatment of Alopecia Areata,https://clinicaltrials.gov/study/NCT01797432,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,,,,,DRUG: Intralesional Triamcinolone Acetonide 10 mg/mL (Kenalog-10),DEVICE: Restylane,,,,"University of Minnesota Department of Dermatology, Minneapolis, Minnesota, 55455, United States",,,,,,,
Alopecia Areata,NCT01017510,Comparative Study Examining the Effectiveness in Use of a DERMOJET and a Normal Syringe Treatment for Patients With Hair Loss - Alopecia Areata,https://clinicaltrials.gov/study/NCT01017510,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia Areata,,,,,DEVICE: Subcutaneous injection luer syringe,DEVICE: DERMOJET (a syringe without a needle),,,,"Sheba Medical Center, Rmat Gan, Israel",,,-,,,,
Alopecia Areata,NCT00177021,Aldara for the Treatment of Extensive Alopecia Areata,https://clinicaltrials.gov/study/NCT00177021,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,Alopecia Areata,,,,,DRUG: Aldara Cream 5%,,,,,"University of Minnesota, Minneapolis, Minnesota, 55455, United States",,,Maria Hordinsky,Marna Ericson,,,
Alopecia Areata,NCT00176969,Response of Topical Capsaicin in Alopecia Areata,https://clinicaltrials.gov/study/NCT00176969,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,Alopecia Areata,,,,,DRUG: Capsaicin,,,,,"University of Minnesota, Minneapolis, Minnesota, 55455, United States",,,Maria Hordinsky,Marna Ericson,,,
Alopecia Areata,NCT00187577,Efficacy Study of Latanoprost and Bimatoprost Solutions in Promoting Eyelash Growth in Patients With Alopecia Areata,https://clinicaltrials.gov/study/NCT00187577,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia Areata,,,,,DRUG: Latanoprost (Xalatan),DRUG: Bimatoprost (Lumigan),DRUG: Topical application of latanoprost solution to eyelid,,,"University of California, San Francisco, San Francisco, California, 94117, United States",,,,,,,
Alopecia Areata,NCT05551793,Regeneron AA Multicenter (Dupilumab),https://clinicaltrials.gov/study/NCT05551793,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,,,,,DRUG: Dupilumab,DRUG: Placebo,,,,"Icahn School of Medicine at Mount Sinai, New York, New York, 10029, United States","UR Dermatology at College Town, Rochester, New York, 14620, United States",,Emma Guttman-Yassky,,,,
Alopecia Areata,NCT03473600,Cryotherapy Versus Steroids In Alopecia Areata:Trichoscopic Evaluation,https://clinicaltrials.gov/study/NCT03473600,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,Alopecia Areata,,,,,PROCEDURE: Cryotherapy,DRUG: Triamcinolone acetonide injection,,,,"Faculty of medicine, Assiut, 71111, Egypt",,,,,,,
Alopecia Areata,NCT05954104,Evaluation of the Effect of Topical Calcipotriol Versus Platelet-Rich Plasma,https://clinicaltrials.gov/study/NCT05954104,NO,ALL,"CHILD, ADULT",,Alopecia Areata,,,,,DRUG: Calcipotriol,,,,,"Faculty of Dentistary - Aswan University, Aswan, Egypt",,,Moustafa Adam,,,,
Alopecia Areata,NCT06471114,Evaluation of the Efficacy of Systemic Treatments for Alopecia (ESTAA),https://clinicaltrials.gov/study/NCT06471114,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia Areata,,,,,,,,,,"Chu Brest, Brest, 29609, France",,,,,,,
Alopecia Areata,NCT05251831,Comparative Study Efficacy and Safety of of Activated Versus Non-Activated PRP,https://clinicaltrials.gov/study/NCT05251831,NO,ALL,ADULT,EARLY_PHASE1,Alopecia Areata,,,,,DRUG: Intradermal injection,,,,,"Al-Azhar University in Cairo, Cairo, 11311, Egypt",,,Ahmed Mohamed abdelaal,,,,
Alopecia Areata,NCT01840046,Evaluation of the Efficacy and Tolerability of Treatment With Interleukin-2 in Severe and Resistant Alopecia Areata,https://clinicaltrials.gov/study/NCT01840046,NO,ALL,ADULT,PHASE1|PHASE2,Alopecia Areata,,,,,DRUG: Interleukin-2,,,,,"CHU de Nice - HÃ´pital Archet, Nice, Alpes-Maritimes, 06001, France",,,Thierry,,,,
Alopecia Areata,NCT05522556,Pre-approval Single-patient Expanded Access for Ritlecitinib (PF-06651600),https://clinicaltrials.gov/study/NCT05522556,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Alopecia Areata,,,,,DRUG: Ritlecitinib,,,,,,,,,,,,
Alopecia Areata,NCT00484679,Adrenal Function and Use of Intralesional Triamcinolone Acetonide 10 mg/mL (Kenalog-10) in Patients With Alopecia Areata,https://clinicaltrials.gov/study/NCT00484679,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,,,,,DRUG: Triamcinolone Acetonide 10 mg/mL (Kenalog-10),,,,,"University of Minnesota, Minneapolis, Minnesota, 55455, United States",,,Maria K Hordinsky,,,,
Alopecia Areata,NCT00176943,Characteristics of T Cells From Alopecia Areata Scalp Skin Before and After Treatment With Aldara 5%,https://clinicaltrials.gov/study/NCT00176943,NO,ALL,"ADULT, OLDER_ADULT",PHASE4,Alopecia Areata,,,,,DRUG: Aldara Cream 5%,,,,,"University of Minnesota, Minneapolis, Minnesota, 55455, United States",,,Maria Hordinsky,Marna Ericson,,,
Alopecia Areata,NCT06279221,Litfulo Capsules Special Investigation,https://clinicaltrials.gov/study/NCT06279221,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Alopecia Areata,,,,,DRUG: LITFULO,,,,,"Pfizer, Tokyo, Japan",,,Pfizer .gov Call Center,,,,
Alopecia Areata,NCT06045624,A First in Human Single and Multiple Ascending Dose and Open Label Food Effect Study of OR-101 in Healthy Subjects,https://clinicaltrials.gov/study/NCT06045624,NO,ALL,ADULT,PHASE1,Alopecia Areata,,,,,DRUG: OR-101 (Single ascending dose),DRUG: OR-101 (Food effect),DRUG: OR-101 (Multiple ascending dose),DRUG: Placebo,,"SCIENTIA Clinical Research Ltd, Randwick, New South Wales, 2031, Australia",,,,,,,
Alopecia Areata,NCT04445363,A Study With Jaktinib Hydrochloride Cream Applied Topically to Subjects With Alopecia Areata,https://clinicaltrials.gov/study/NCT04445363,NO,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,Alopecia Areata(AA),,,,,DRUG: Jaktinib hydrochloride cream,DRUG: Placebo,,,,"The Second Xaingya Hospitalï¼Œcentral south university, Changsha, Hunan, 410011, China",,,qianjin lu,,,,
Alopecia Areata,NCT05196711,A Study to Evaluate the Safety of MAX-40070 in Healthy Subjects,https://clinicaltrials.gov/study/NCT05196711,NO,ALL,ADULT,PHASE1,Alopecia Areata,,,,,DRUG: MAX-40070,DRUG: Placebo,,,,,,,,,,,
Alopecia Areata,NCT02037191,The Efficiency Of The Methotrexate At Patients Affected By Grave Pelade,https://clinicaltrials.gov/study/NCT02037191,NO,ALL,"ADULT, OLDER_ADULT",PHASE3,ALOPECIA AREATA,,,,,DRUG: Methotrexate,DRUG: Placebo,,,,"Head Dermatology Department, Rouen, Haute Normandie, 76031, France","CHU de Rouen - HÃ´pitaux de Rouen, Rouen, Seine Maritime, 76031, France",,,,,,
Alopecia Areata,NCT03078686,Biocellular-Cellular Regenerative Treatment Scaring Alopecia and Alopecia Areata,https://clinicaltrials.gov/study/NCT03078686,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia Areata,Scarring Alopecia,,,,PROCEDURE: tSVF by lipoaspiration,PROCEDURE: PRP Concentration,PROCEDURE: Emulsification tSVF,PROCEDURE: cSVF isolation and concentration,PROCEDURE: cSVF in Normal Saline IV,"Kenneth Williams, DO, Irvine, California, 92618, United States","Regeneris Medical, North Attleboro, Massachusetts, 02760, United States","Regenevita LLC, Stevensville, Montana, 59870, United States",Robert W Alexander,Ken Williams,,,
Alopecia Areata,NCT06278402,"Efficacy of Oral Tofacitinib in Moderate to Severe Alopecia Areata, Totalis and Universalis at Tertiary Care Hospital, Karachi.",https://clinicaltrials.gov/study/NCT06278402,NO,ALL,"CHILD, ADULT",PHASE3,Alopecia Areata,Alopecia Totalis,Alopecia Universalis,,,DRUG: Tofacitinib,,,,,"Misbah Zari Qadir, Karachi, Sindh, Pakistan",,,,,,,
Alopecia Areata,NCT04238091,Clinical Trial to Evaluate the Efficacy of Fecal Microbiota Transplantation in Patients With Alopecia Areata,https://clinicaltrials.gov/study/NCT04238091,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,Alopecia Totalis,Alopecia Universalis,,,DRUG: Fecal material transfer therapy,PROCEDURE: 4mm Punch Biopsy of Scalp,DIAGNOSTIC_TEST: Blood draw,PROCEDURE: Skin Microbiome sampling,PROCEDURE: Hair Microbiome Sampling,,,,Lindsey Bordone,,,,
Alopecia Areata,NCT00069589,Alopecia Areata Registry,https://clinicaltrials.gov/study/NCT00069589,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Alopecia Areata,Alopecia Totalis,Alopecia Universalis,Autoimmune Hair Loss,Alopecia Partialis,,,,,,"University of California, San Francisco, San Francisco, California, 94143, United States","University of Colorado - UCHSC - Health Science Center at Fitzsimons, Aurora, Colorado, 80010-7163, United States","University of Minnesota, Minneapolis, Minnesota, 55455, United States",Madeleine Duvic,,,,
Alopecia Areata,NCT05589610,Study of EQ101 in Adult Subjects With Moderate to Severe Alopecia Areata,https://clinicaltrials.gov/study/NCT05589610,NO,ALL,ADULT,PHASE2,Alopecia Areata,Alopecia,Alopecia Totalis,Alopecia Universalis,,DRUG: EQ101,,,,,"Sinclair Dermatology, East Melbourne, Australia","Fremantle Dermatology, Fremantle, Australia","Premier Specialists, Kogarah, Australia",,,,,
Alopecia Areata,NCT04011748,Clinical Application of Stem Cell Educator Therapy in Alopecia Areata,https://clinicaltrials.gov/study/NCT04011748,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,Alopecia Totalis,Alopecia Universalis,,,COMBINATION_PRODUCT: Stem Cell Educator therapy,,,,,"Throne Biotechnologies, Paramus, New Jersey, 07652, United States",,,,,,,
Alopecia Areata,NCT02812342,Topical Tofacitinib for the Treatment of Alopecia Areata and Its Variants,https://clinicaltrials.gov/study/NCT02812342,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,Alopecia Totalis,Alopecia Universalis,,,DRUG: Tofacitinib ointment,,,,,"Yale-New Haven Hospital, New Haven, Connecticut, 06510, United States",,,Brett King,,,,
Alopecia Areata,NCT03759340,"ATI-502 Topical Solution for the Treatment of Alopecia Areata (AA), Alopecia Universalis (AU) and Alopecia Totalis (AT)",https://clinicaltrials.gov/study/NCT03759340,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,Alopecia Universalis,Alopecia Totalis,,,DRUG: ATI 502 0.46% Topical Solution,,,,,"Aclaris Investigator Site, Rogers, Arkansas, 72758, United States","Aclaris Investigator Site, Denver, Colorado, 80210, United States","Aclaris Investigator Site, Boynton Beach, Florida, 33472, United States",,,,,
Alopecia Areata,NCT02312882,Tofacitinib for the Treatment of Alopecia Areata and Its Variants,https://clinicaltrials.gov/study/NCT02312882,YES,ALL,"ADULT, OLDER_ADULT",,Alopecia Areata,Alopecia Totalis,Alopecia Universalis,,,DRUG: Tofacitinib,,,,,"Stanford University, Stanford, California, 94305, United States",,,,,,,
Alopecia Areata,NCT03532958,Phase 2 Trial of BNZ-1 in Patients With Moderate to Severe Alopecia Areata,https://clinicaltrials.gov/study/NCT03532958,NO,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,Alopecia Totalis,Alopecia Universalis,,,DRUG: BNZ-1,DRUG: Normal saline,,,,,,,,,,,
Alopecia Areata,NCT03551821,Open Label Study of ATI-50002 Topical Solution Administered to Adult Subjects With Eyebrow Loss Due to Alopecia Areata,https://clinicaltrials.gov/study/NCT03551821,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata,Alopecia Totalis,Alopecia Universalis,,,DRUG: ATI-50002,,,,,"Aclaris Investigator Site, Boynton Beach, Florida, 33472, United States",,,,,,,
Alopecia Areata,NCT03155958,Ocular Finding in Alopecia Areata,https://clinicaltrials.gov/study/NCT03155958,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Hair Loss,,,,,,,,,,,,,,,,,
Alopecia Areata,NCT06283316,Systemic Treatments for Alopecia Areata Registry,https://clinicaltrials.gov/study/NCT06283316,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Alopecia Areata,Alopecia Totalis,Alopecia Universalis,Hair Loss,Hair Diseases,,,,,,"Erasmus University Medical Center, Rotterdam, Netherlands",,,,,,,
Alopecia Areata,NCT03240627,Efficacy and Safety of LH-8 in Paediatric Alopecia Areata,https://clinicaltrials.gov/study/NCT03240627,NO,ALL,"CHILD, ADULT",PHASE2|PHASE3,Alopecia Areata,Pediatric Disorder,,,,DRUG: LH-8,DRUG: Placebo,,,,"Multicenter Clinical Trials, Sofia, Bulgaria","Centre Sabourand - Hospital Saint-Louis, 1, Avenue Claude Vellefaux, Paris, 75010, France","Clinical Research Center for Hair and Skin Science, CharitÃ©-UniversitÃ¤tsmedizin Berlin, Berlin, Berlin,, 10117, Germany",,,,,
Alopecia Areata,NCT03873155,The Effectiveness of Mindfulness Based Cognitive Group Therapy for Social Anxiety Symptoms in People Living With Alopecia Areata,https://clinicaltrials.gov/study/NCT03873155,NO,ALL,"CHILD, ADULT, OLDER_ADULT",,Alopecia Areata,Social Anxiety,,,,BEHAVIORAL: Mindfulness Based Cognitive Therapy,,,,,"The University of Sheffield, Sheffield, South Yorkshire, S12LT, United Kingdom","Royal Hallamshire Hospital (Sheffield Teaching Hospital), Sheffield, South Yorkshire, United Kingdom",,,,,,
Alopecia Areata,NCT02197455,Tofacitnib for the Treatment of Alopecia Areata and Variants,https://clinicaltrials.gov/study/NCT02197455,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia Areata (AA),Alopecia Totalis (AT),Alopecia Universalis (AU),,,DRUG: Tofacitinib Administration,,,,,"Yale University, New Haven, Connecticut, United States",,,Brett King,,,,
Alopecia Areata,NCT01167946,Safety and Efficacy of Oral Mega Pulse Methylprednisolone in Severe Therapy Resistant Alopecia Areata,https://clinicaltrials.gov/study/NCT01167946,NO,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,Alopecia Totalis,Alopecia Universalis,Ophiasic Alopecia,,,DRUG: methylprednisolone sodium succinate,DRUG: methylprednisolone sodium succinate,DRUG: methylprednisolone sodium succinate,,,"King Khalid University Hospital, Riyadh, 11472, Saudi Arabia",,,Ghada A Binsaif,,,,
Alopecia Areata,NCT02548689,PAI-1 Expression in Non-scarring Hair Loss,https://clinicaltrials.gov/study/NCT02548689,NO,ALL,ADULT,,Androgenetic Alopecia,Telogen Effluvium,Alopecia Areata,,,,,,,,"Northwestern University Department of Dermatology, Chicago, Illinois, 60611, United States",,,Maria Colavincenzo,,,,
Alopecia Areata,NCT01023841,Safety and Efficacy of Bimatoprost Solution in Treating Eyelash Loss or Hypotrichosis in Children,https://clinicaltrials.gov/study/NCT01023841,YES,ALL,CHILD,PHASE4,Eyelash Hypotrichosis,Alopecia Areata,,,,DRUG: bimatoprost ophthalmic solution 0.03%,DRUG: Vehicle Sterile Solution,,,,"Newport Beach, California, United States","SÃ£o Paulo, Brazil",,Medical Director,,,,
Alopecia Areata,NCT06357169,Mechanical Intervention on the Scalp Microbiome: Setting the Stage for the Future Management of Cicatricial Alopecias,https://clinicaltrials.gov/study/NCT06357169,NO,ALL,ADULT,,Lichen Planopilaris of Scalp,Alopecia Areata,,,,DEVICE: Venus Glow,,,,,"University of Minnesota, Minneapolis, Minnesota, 55455, United States",,,Ronda Farah,Maria Hordinsky,,,
Alopecia Areata,NCT03594227,"ATI-501 Oral Suspension Compared to Placebo in Subjects With Alopecia Areata, Alopecia Universalis or Alopecia Totalis",https://clinicaltrials.gov/study/NCT03594227,YES,ALL,"ADULT, OLDER_ADULT",PHASE2,Alopecia,,,,,DRUG: ATI-501 400mg BID (Low dose),DRUG: ATI-501 600mg BID (Mid dose),DRUG: ATI-501 800mg BID (High dose),DRUG: Placebo,,"Aclaris Investigator Site, Hot Springs, Arkansas, 71913, United States","Aclaris Investigator Site, Rogers, Arkansas, 72758, United States","Aclaris Investigator Site, Denver, Colorado, 80210, United States",,,,,
Alopecia Areata,NCT06292533,Effectiveness of Ultrapulse for the Treatment of Androgenic Alopecia Among Malaysian: A Quasi-experimental Study,https://clinicaltrials.gov/study/NCT06292533,NO,ALL,"ADULT, OLDER_ADULT",,Androgenic Alopecia,Alopecia,,,,DEVICE: Er:YAG laser,,,,,,,,Yang Mooi Lim,,,,
Alopecia Areata,NCT04341363,Follicular Revival in Androgenic Alopecia: Evaluating Use of Micro-needling,https://clinicaltrials.gov/study/NCT04341363,YES,MALE,"ADULT, OLDER_ADULT",,Androgenic Alopecia,,,,,DEVICE: Tattoo machine,,,,,"Yale University, New Haven, Connecticut, 06519, United States",,,Brett King,,,,
Alopecia Areata,NCT06319781,"A Pilot Cohort Study of Risk Factors and Novel Methods of Skin Lesion Assessments in Adults With Atopic Dermatitis, Alopecia Areata, Psoriasis or Vitiligo",https://clinicaltrials.gov/study/NCT06319781,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia Areata,Vitiligo,Atopic Dermatitis,Psoriasis,,OTHER: Observational,,,,,"Sanos Clinic, Gandrup, Gandrup, 9362, Denmark","Sanos Clinic, Herlev, Herlev, 2730, Denmark","Sanos Clinic, Vejle, Vejle, 7100, Denmark",Zarqa Ali,,,,
Alopecia Areata,NCT06409650,To Evaluate Safety and Efficacy of KX-826 in Chinese Female Subjects With Androgenetic Alopecia,https://clinicaltrials.gov/study/NCT06409650,NO,FEMALE,"ADULT, OLDER_ADULT",PHASE2,Alopecia,,,,,DRUG: KX-826 dosed at 2.5mg,DRUG: KX-826 dosed at 2.5mg,DRUG: KX-826 dosed at 5 mg,DRUG: KX-826 dosed at 5 mg,DRUG: Matching placebo to KX-826,"Beijing Friendship Hospital, Capital Medical University, Beijing, China","Beijing Tongren Hospital, Capital Medical University, Beijing, China","China-Japan Friendship Hospital, Beijing, China",,,,,
Alopecia Areata,NCT03052413,Study to Evaluate a Nutraceutical Supplement for Treatment of Hair Loss and Thinning in Females,https://clinicaltrials.gov/study/NCT03052413,NO,FEMALE,ADULT,,Hair Loss,,,,,DIETARY_SUPPLEMENT: Nutrafol,DIETARY_SUPPLEMENT: placebo,,,,"New Jersey Plastic Surgery, Montclair, New Jersey, 07042, United States","Sadick Research Group, New York, New York, 10075, United States",,,,,,
Alopecia Areata,NCT04205214,A Randomised Control Trial of Integrative Cognitive Behavioural Therapy for Alopecia,https://clinicaltrials.gov/study/NCT04205214,NO,ALL,"ADULT, OLDER_ADULT",,Alopecia,,,,,BEHAVIORAL: Integrative Cognitive Behavioural Therapy,,,,,"Royal Free Hospital, London, United Kingdom",,,Sharon Hart,,,,
Alopecia Areata,NCT04884347,Evaluation of the Efficacy of a Food Supplement in Reducing Hair Loss in Male Subjects,https://clinicaltrials.gov/study/NCT04884347,NO,MALE,ADULT,,Hair Loss,,,,,DIETARY_SUPPLEMENT: Alline proMEN,DIETARY_SUPPLEMENT: Placebo,,,,"Complife Italia S.r.l, Pavia, 27028, Italy",,,Vincenzo Nobile,,,,
Alopecia Areata,NCT03689452,The Effect of Platelet Rich Plasma on Non-scarring Alopecia,https://clinicaltrials.gov/study/NCT03689452,YES,FEMALE,"ADULT, OLDER_ADULT",,Androgenetic Alopecia,Alopecia,,,,DEVICE: Platelet Rich Plasma,DRUG: Normal saline,,,,"Icahn School of Medicine at Mount Sinai, New York, New York, 10028, United States",,,Hooman Khorasani,,,,
Alopecia Areata,NCT02302053,Efficacy of the New Viviscal Professional Strength Oral Supplement in Females With Thinning Hair,https://clinicaltrials.gov/study/NCT02302053,NO,FEMALE,"ADULT, OLDER_ADULT",,Hair Thinning,,,,,DIETARY_SUPPLEMENT: New Viviscal Professional Supplement,DIETARY_SUPPLEMENT: Placebo tablets,,,,,,,Glynis Ablon,Steven Dayan,,,
Alopecia Areata,NCT03206567,Efficacy and Safety of a Nutraceutical Supplement With Standardized Botanicals in Women With Thinning Hair,https://clinicaltrials.gov/study/NCT03206567,NO,FEMALE,"ADULT, OLDER_ADULT",,Hair Thinning,,,,,DIETARY_SUPPLEMENT: Nutrafol Supplement capsules,OTHER: Placebo capsules,,,,"Ablon Skin Institute & Research Center, Manhattan Beach, California, 90266, United States",,,Glynis Ablon,,,,
Alopecia Areata,NCT05970809,Assessing the Safety and Efficacy of a Novel Microneedling and Laser Device for Male Pattern Hair Loss,https://clinicaltrials.gov/study/NCT05970809,NO,MALE,ADULT,,Male Pattern Baldness,Androgenetic Alopecia,Hair Loss/Baldness,Hair Loss,Pattern Baldness,DEVICE: SAGA-001 (A),DEVICE: SAGA-001 (B),,,,"Ankara Bilkent Åžehir Hastanesi Dermatoloji Klini, Ankara, Turkey","Ä°stanbul Ãœniversitesi CerrahpaÅŸa TÄ±p FakÃ¼ltesi, Dahili TÄ±p Bilimleri BÃ¶lÃ¼mÃ¼ Deri ve ZÃ¼hrevi HastalÄ±klar Ana Bilim DalÄ± Kocamustafa PaÅŸa, Istanbul, Turkey",,Server SerdaroÄŸlu,,,,
Alopecia Areata,NCT03976622,"Analysis of Inflammation in the Vitiligo and Other Inflammatory Skin Diseases: Psoriasis, Atopic Dermatitis and Alopecia Areata",https://clinicaltrials.gov/study/NCT03976622,NO,ALL,"ADULT, OLDER_ADULT",,Vitiligo,Psoriasis,Alopecia Areata,Atopic Dermatitis,,BIOLOGICAL: Blood samples,BIOLOGICAL: Skin biopsies,,,,"Service de Dermatologie - HÃ´pital Saint-AndrÃ©, Bordeaux, 33075, France",,,Julien,,,,
