NCT Number,Study Title,Study URL,Study Results,Conditions,Interventions,Sex,Age,Phases,Locations,Principal_Investigators
NCT06058000,A Phase 2 Study of QLM3003 Ointment in Participants With Mild or Moderate Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06058000,NO,Atopic Dermatitis,DRUG: 1.5% QLM3003|DRUG: 2% QLM3003|DRUG: Vehicle (Placebo),ALL,"ADULT, OLDER_ADULT",PHASE2,"The First Hospital of China Medical University, Shenyang, Liaoning, 110001, China|Dermatology Hospital of Shandong First Medical University, Jinan, Shandong, 276000, China","Principal Investigator : Xinghua Gao, Doctor , First Hospital of China Medical University Principal Investigator : Furen zhang, Doctor , Dermatology Hospital of Shandong First Medical University"
NCT04613037,Efficacy of Fecal Microbial Transplantation Treatment in Adults With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT04613037,NO,Atopic Dermatitis,BIOLOGICAL: Fecal Microbial Transplantation,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,"Department of Dermatology, Tel Aviv Sourasky medical center, Tel Aviv, 64239, Israel","Principal Investigator : Jacob Mashiah, MD , Tel-Aviv Sourasky Medical Center Principal Investigator : Nitsan Maharshak, MD , Tel-Aviv Sourasky Medical Center"
NCT04193670,"Sensory Nociceptive Nerve Fibers, Key Regulator of Immune Response Type 2 in Atopic Dermatitis",https://clinicaltrials.gov/study/NCT04193670,NO,Atopic Dermatitis,OTHER: Clinical examination|PROCEDURE: Biopsies|OTHER: Blood test,ALL,"ADULT, OLDER_ADULT",,"CHU de TOULOUSE, Toulouse, 31059, France","Principal Investigator : Marie TAUBER , University Hospital, Toulouse"
NCT05970432,A Clinical Study of TQH2722 Injection in the Treatment of Moderate to Severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05970432,NO,Atopic Dermatitis,DRUG: TQH2722 injection 300mg-150mg|DRUG: TQH2722 injection 600mg-300mg|DRUG: TQH2722 injection 900mg-450mg|DRUG: TQH2722 injection matching Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,"The First Affiliated Hospital of Wannan Medical College, Wuhu, Anhui, 241000, China|Dermatology Hospital, Southern Medical University, Guangzhou, Guangdong, 510030, China|The Second Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, 510260, China|Shenzhen People's Hospital, Shenzhen, Guangdong, 518020, China|Affiliated Hospital of Guilin Medical University, Guilin, Guangxi, 541001, China|Affiliated Hospital of Hebei Engineering University, Handan, Hebei, 056002, China|The Forth Hospital of Hebei Medical University, Shijiazhuang, Hebei, 050000, China|The second affiliated hospital of harbin medical university, Harbin, Heilongjiang, 150000, China|Puyang District Hospital of Anyang City, Anyang, Henan, 455000, China|The First People's Hospital of Nanyang, Nanyang, Henan, 473000, China|People's Hospital of Henan province, Zhengzhou, Henan, 450003, China|Shiyan Renmin Hospital, Shiyan, Hubei, 442000, China|Renmin Hospital of Wuhan University, Wuhan, Hubei, 430000, China|The third xiangya hospital of central south university, Changsha, Hunan, 410013, China|Qian-jin Lu, Nanjing, Jiangsu, 210042, China|Affiliated Hospital of Jiujiang University, Jiujiang, Jiangxi, 332000, China|The Second Hospital of Jilin University, Changchun, Jilin, 130041, China|Panjin Liaoyou Gem Flower Hospital, Panjin, Liaoning, 124000, China|The First Affiliated Hospital of China Medical University, Shenyang, Liaoning, 110000, China|Air Force Medical University, Xi'an, Shaanxi, 710032, China|The Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi, 710061, China|Shengli Oil Field Central Hospital, Dongying, Shandong, 25700, China|Shandong First Medical University Affiliated Dermatology Hospital, Jinan, Shandong, 250022, China|Qilu Hospital of Shandong University, Jinan, Shandong, 250063, China|The Affiliated Hospital Of Qingdao University, Qingdao, Shandong, 266000, China|Huashan Hospital Affiliated to Fudan University, Shanghai, Shanghai, 200040, China|Tianjin Academy of Traditional Chinese Medicine Affiliated Hospital, Tianjin, Tianjin, 300122, China|Xinjiang Uygur Autonomous Region People's Hospital, Ürümqi, Xinjiang Uygur Autonomous Region, 830000, China|The First Affiliated Hospital of Kunming Medical University, Kunming, Yunnan, 650000, China|The First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, 310003, China|The Second Affiliated Hospital Zhejiang University School of Medicine, Hangzhou, Zhejiang, 310009, China|The First People's Hospital of Wenling, Wenling, Zhejiang, 317500, China","Chia Tai Tianqing Pharmaceutical Group Co., Ltd."
NCT06477835,A Study to Evaluate the Efficacy and Safety of SIM0718 in Adult and Adolescent Patients With Moderate to Severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06477835,NO,Atopic Dermatitis,BIOLOGICAL: SIM0718 Injection,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,,"Principal Investigator : Jianzhong Zhang , Peking University People's Hospital Principal Investigator : Cheng Zhou , Peking University People's Hospital"
NCT02865356,Topical Solution for the Treatment of Atopic Dermatitis,https://clinicaltrials.gov/study/NCT02865356,NO,Atopic Dermatitis,DRUG: Cyclosporine 5% solution|DRUG: Placebo,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,"Hospital Universitario Germans Trias i Pujol, Badalona, Barcelona, 08916, Spain|Hospital Sant Joan de Déu, Esplugues de Llobregat, Barcelona, 08950, Spain|Hospital General Universitario de Alicante, Alicante, 03010, Spain|Hospital del Mar, Barcelona, 08003, Spain|Hospital Universitario de La Princesa, Madrid, 28006, Spain|Hospital Infantil Universitario Niño Jesús, Madrid, Spain|Hospital Universitario Virgen de la Victoria, Málaga, 29010, Spain|Hospital Universitario Virgen Macarena, Sevilla, 41009, Spain|Hospital Universitari i Politècnic La Fe, Valencia, 46026, Spain","Principal Investigator : Carlos Ferrándiz, MD, PhD , Germans Trias i Pujol Hospital"
NCT02949960,DMT210 Topical Gel in the Treatment of Atopic Dermatitis,https://clinicaltrials.gov/study/NCT02949960,NO,Atopic Dermatitis,DRUG: DMT210 Topical Gel|DRUG: Vehicle Control,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,"Dermata Investigational Site, Houston, Texas, 77056, United States|Dermata Investigational Site, Norfolk, Virginia, 23502, United States","Study Director : Christopher Nardo, PhD , Dermata Therapeutics"
NCT06175143,A Study to Evaluate the Safety and Efficacy of GR2002 Injection in Patients With Atopic Dermatitis.,https://clinicaltrials.gov/study/NCT06175143,NO,Atopic Dermatitis,BIOLOGICAL: GR2002 injection,ALL,"ADULT, OLDER_ADULT",PHASE1,"Peking University People's Hospital, Beijing, Beijing, 100044, China","Principal Investigator : Jianzhong Zhang, PHD , Peking University People's Hospital Principal Investigator : Cheng Zhou, PHD , Peking University People's Hospital"
NCT02763722,Evaluating Results of Regularly Applied Emollient - Spray in Atopic Dermatitis Therapy,https://clinicaltrials.gov/study/NCT02763722,NO,Atopic Dermatitis,OTHER: Emollient spray product,ALL,"CHILD, ADULT",,"Katarzyna Osinka, Warszawa, Żwirki i Wigury 63A, 00-090, Poland","Principal Investigator : Wojciech Feleszko, MD PhD , Department of Pediatric Respiratory Diseases and Allergy, The Medical University of Warsaw"
NCT02669888,Indigo Naturalis in Treating Atopic Dermatitis Topically,https://clinicaltrials.gov/study/NCT02669888,NO,Atopic Dermatitis,DRUG: Indigo naturalis ointment|DRUG: Placebo,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,"Chang Gung Memorial Hospital at Keelung, Kelung, 204, Taiwan|Chang Gung Memorial Hospital at Taipei, Taipei, 105, Taiwan|Chang Gung Memorial Hospital at Linkou, Taoyuan, 333, Taiwan","Principal Investigator : Yin-Ku Lin, MD., PhD. , Chang Gung Memorial Hospital"
NCT06383468,A Phase III Study to Evaluate the Efficacy and Safety of AK120 in Patients With Moderate to Severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06383468,NO,Atopic Dermatitis,DRUG: AK120,ALL,"ADULT, OLDER_ADULT",PHASE3,"Beijing Friendship Hospital Capital Medical University, Beijing, Beijing, China|Beijing Luhe Hospital Affiliated to Capital Medical University, Beijing, Beijing, China|Beijing Tongren Hospital, Beijing, Beijing, China|Peking University People's Hospital, Beijing, Beijing, China|Peking University Third Hospital, Beijing, Beijing, China|Chongqing Three Gorges Medical College Affiliated People's Hospital, Chongqing, Chongqing, China|Chongqing Traditional Chinese Medicine Hospital, Chongqing, Chongqing, China|The First Affiliated Hospital of Fujian Medical University, Fuzhou, Fujian, China|The Second Affiliated Hospital of Xiamen Medical College, Xiamen, Fujian, China|Guangdong Provincial People's Hospital, Guangzhou, Guangdong, China|Southern Medical University Dermatology Hospital/Guangdong Provincial Dermatology Hospital, Guangzhou, Guangdong, China|Southern Medical University Southern Hospital, Guangzhou, Guangdong, China|Sun Yat-sen Memorial Hospital, Sun Yat-sen University, Guangzhou, Guangdong, China|The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China|Zhujiang Hospital of Southern Medical University, Guangzhou, Guangdong, China|Yuebei People's hospital, Guangdong, China, Shaoguan, Guangdong, China|Shunde Hospital of Southern Medical University, Shunde, Guangdong, China|Guangdong Medical University Affiliated Hospital, Zhanjiang, Guangdong, China|The Affiliated Hospital of Guizhou Medical University, Guiyang, Guizhou, China|Hainan General Hospital, Haikou, Hainan, China|Hainan Provincial Fifth People's Hospital, Haikou, Hainan, China|The First Affiliated Hospital of Hainan Medical College, Haikou, Hainan, China|Chengde Medical College Affiliated Hospital, Chengde, Hebei, China|The Second Affiliated Hospital of Xingtai Medical College, Xingtai, Hebei, China|Harbin Medical University Affiliated Second Hospital, Harbin, Heilongjiang, China|Heilongjiang Provincial Hospital, Harbin, Heilongjiang, China|The Second Affiliated Hospital of Henan University of Science and Technology, Luoyang, Henan, China|Renmin Hospital of Wuhan University Hubei General Hospital, Wuhan, Hubei, China|Tongji Hospital, Wuhan, Hubei, China|Changde First People's Hospital, Changde, Hunan, China|Xiangya Hospital of Central South University, Changsha, Hunan, China|The First Affiliated Hospital of South China University, Hengyang, Hunan, China|Inner Mongolia Medical University Affiliated Hospital, Hohhot, Inner Mongolia, China|The First Affiliated Hospital of Bengbu Medical College, Bengbu, Jiangsu, China|Changzhou First People's Hospital, Changzhou, Jiangsu, China|Yancheng First People's Hospital, Yancheng, Jiangsu, China|Jiangsu University Affiliated Hospital, Zhenjiang, Jiangsu, China|The First Affiliated Hospital of Gannan Medical College, Ganzhou, Jiangxi, China|The First Bethune Hospital of Jilin University, Changchun, Jilin, China|Panjin Liaoyou Gemstone Flower Hospital, Panjin, Liaoning, China|Shenyang Integrated Traditional Chinese and Western Medicine Hospital, Shenyang, Liaoning, China|Zhongyi Northeast International Hospital, Shenyang, Liaoning, China|General Hospital of Ningxia Medical University, Yinchuan, Ningxia, China|Shandong Provincial Dermatology Hospital, Jinan, Shandong, China|Shandong University Qilu Hospital, Jinan, Shandong, China|Qingdao Municipal Hospital, Qingdao, Shandong, China|Shanghai Dermatology Hospital, Shanghai, Shanghai, China|Baoji Central Hospital, Baoji, Shanxi, China|Sichuan Provincial People's Hospital, Chengdu, Sichuan, China|Tianjin Institute of Traditional Chinese Medicine Affiliated Hospital, Tianjin, Tianjin, China|Xinjiang Uygur Autonomous Region People's Hospital, Urumqi, Xinjiang, China|The First Affiliated Hospital of Kunming Medical University, Kunming, Yunnan, China|Hangzhou First People's Hospital, Hangzhou, Zhejiang, China|Hangzhou Third People's Hospital, Hangzhou, Zhejiang, China|The Second Affiliated Hospital of Zhejiang University School of Medicine, Hangzhou, Zhejiang, China|Jiaxing First People's Hospital, Jiaxing, Zhejiang, China|Ningbo First Hospital, Ningbo, Zhejiang, China|Ningbo Huamei Hospital, University of Chinese Academy of Sciences, Ningbo, Zhejiang, China|Wenzhou Medical University First Affiliated Hospital, Wenzhou, Zhejiang, China",Akeso
NCT05491447,A Clinical Trial of BMX-010 in Adult Subjects With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05491447,NO,Atopic Dermatitis,DRUG: BMX-010|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,"Cahaba Dermatology & Skin Health Center, Birmingham, Alabama, 35244, United States|Dermatology Trial Associates, Bryant, Arkansas, 72022, United States|Johnson Dermatology, Fort Smith, Arkansas, 72916, United States|California Dermatology & Clinical Research Institute, Encinitas, California, 92024, United States|Axon Clinical Research, Inglewood, California, 90301, United States|Colorado Skin Care, Englewood, Colorado, 80113, United States|Skin Care Research, Boca Raton, Florida, 33486, United States|Driven Research LLC, Coral Gables, Florida, 33134, United States|RM Medical Research, Miami Lakes, Florida, 33014, United States|Lenus Research, Sweetwater, Florida, 33172, United States|Physicians Research Group, West Lafayette, Indiana, 47906, United States|Skin Sciences, Pllc, Louisville, Kentucky, 40241, United States|Clinical Trials Management, LLC, Mandeville, Louisiana, 70448, United States|Revival Research Institute, LLC, Troy, Michigan, 48084, United States|National Allergy and Asthma Research, LLC., North Charleston, South Carolina, 29420, United States|J&S Studies, Inc., College Station, Texas, 77845, United States|Austin Institute for Clinical Research, Pflugerville, Texas, 78660, United States|Jordan Valley Dermatology Center, South Jordan, Utah, 84095, United States|Dermatology Specialists of Spokane (Dermatology Specialists of Spokane, PLLC), Spokane, Washington, 99202, United States",Innovaderm Research Inc.
NCT05531188,Efficacy Evaluation and Cutaneous Acceptability of the Lipikar Med Product on Subjects With Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05531188,NO,Atopic Dermatitis,,ALL,"CHILD, ADULT, OLDER_ADULT",,"Insight Research, Quatre Bornes, Mauritius","Principal Investigator : Aslham Doarika ,"
NCT05715320,Study of CM310 Injection in Subjects With Moderate-to-Severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT05715320,NO,Atopic Dermatitis,BIOLOGICAL: CM310,ALL,"ADULT, OLDER_ADULT",PHASE2,"Hangzhou First People's Hospital, Hangzhou, Zhejiang, China",Keymed Biosciences Co.Ltd
NCT03397979,Twice Daily Versus Twice Weekly Soak-and-Seal Baths in Pediatric Atopic Dermatitis,https://clinicaltrials.gov/study/NCT03397979,NO,Atopic Dermatitis,BEHAVIORAL: Infrequent versus Frequent Soaking Baths,ALL,CHILD,,"Allergy and Asthma Associates of Maine, Portland, Maine, 04102, United States","Principal Investigator : Ivan D Cardona, M.D. , Allergy & Asthma Associates of Maine"
NCT04345367,Study of Abrocitinib Compared With Dupilumab in Adults With Moderate to Severe Atopic Dermatitis on Background Topical Therapy,https://clinicaltrials.gov/study/NCT04345367,YES,Atopic Dermatitis,DRUG: Abrocitinib 200 mg|COMBINATION_PRODUCT: Dupilumab 300 mg,ALL,"ADULT, OLDER_ADULT",PHASE3,"Total Skin & Beauty Dermatology Center, PC, Birmingham, Alabama, 35205, United States|Clinical Research Center Of Alabama, Birmingham, Alabama, 35209, United States|Alliance Dermatology & MOHS Center, PC, Phoenix, Arizona, 85032, United States|First OC Dermatology, Fountain Valley, California, 92708, United States|Ark Clinical Research, Long Beach, California, 90806, United States|Beach Allergy and Asthma Specialty Group, A Medical Corporation, Long Beach, California, 90808, United States|Wallace Medical Group, Inc, Los Angeles, California, 90056, United States|Empire Clinical Research, Pomona, California, 91767, United States|MedDerm Associates, San Diego, California, 92103, United States|University of California San Diego Dermatology, San Diego, California, 92122, United States|University Clinical Trials Inc., San Diego, California, 92123, United States|Synergy Dermatology, San Francisco, California, 94132, United States|Wolverine Clinical Trials, Llc, Santa Ana, California, 92705, United States|Clinical Science Institute, Santa Monica, California, 90404, United States|Skin Care Research, LLC, Boca Raton, Florida, 33486, United States|Olympian Clinical Research, Largo, Florida, 33770, United States|Miami Dermatology & Laser Research, LLC, Miami, Florida, 33173, United States|Clinical Neuroscience Solutions, Inc., Orlando, Florida, 32801, United States|Accel Research Sites - Pure Skin Dermatology & Aesthetics, Orlando, Florida, 32819, United States|Clinical Research Trials of Florida, Inc., Tampa, Florida, 33607, United States|Olympian Clinical Research, Tampa, Florida, 33614, United States|Integrated Clinical Research, West Palm Beach, Florida, 33406, United States|One Health Research Clinic, Norcross, Georgia, 30093, United States|Sneeze, Wheeze & Itch Associates, LLC, Normal, Illinois, 61761, United States|Dundee Dermatology, West Dundee, Illinois, 60118, United States|Dawes Fretzin Clinical Research Group, LLC, Indianapolis, Indiana, 46250, United States|The South Bend Clinic Center for Research, South Bend, Indiana, 46617, United States|Epiphany Dermatology of Kansas, LLC, Overland Park, Kansas, 66215, United States|Avant Research Associates, LLC, Crowley, Louisiana, 70526, United States|MetroBoston Clinical Partners, LLC, Brighton, Massachusetts, 02135, United States|Onyx Clinical Research, Flint, Michigan, 48507, United States|Linden Road Imaging Center, Flint, Michigan, 48532, United States|Hamzavi Dermatology, Fort Gratiot, Michigan, 48059, United States|Regional Medical Imaging, P.C. ( Local X-Ray), Royal Oak, Michigan, 48067, United States|Revival Research Institute, LLC, Troy, Michigan, 48084, United States|Skin Specialists, PC, Omaha, Nebraska, 68144, United States|Vivida Dermatology, Las Vegas, Nevada, 89148, United States|Psoriasis Treatment Center of Central New Jersey, East Windsor, New Jersey, 08520, United States|Boice-Willis Clinic, PA, Rocky Mount, North Carolina, 27804, United States|Carolina Research Center, Inc., Shelby, North Carolina, 28150, United States|Oregon Medical Research Center, Portland, Oregon, 97223, United States|Paddington Testing Co, Inc., Philadelphia, Pennsylvania, 19103, United States|Health Concepts, Rapid City, South Dakota, 57702, United States|Clinical Neuroscience Solutions, Inc., Memphis, Tennessee, 38119, United States|International Clinical Research - Tennessee LLC, Murfreesboro, Tennessee, 37130, United States|Center for Clinical Studies, LTD. LLP, Houston, Texas, 77004, United States|Dermatology Clinical Research Center of San Antonio, San Antonio, Texas, 78229, United States|Acclaim Dermatology, PLLC, Sugar Land, Texas, 77479, United States|Jordan Valley Dermatology Center, West Jordan, Utah, 84088, United States|St George Dermatology and Skin Cancer Centre, Kogarah, New South Wales, 2217, Australia|Royal North Shore Hospital, St Leonards, New South Wales, 2065, Australia|Box Hill Hospital, Box Hill, Victoria, 3128, Australia|Emeritus Research, Camberwell, Victoria, 3124, Australia|Skin Health Institute Inc., Carlton, Victoria, 3053, Australia|Sinclair Dermatology, East Melbourne, Victoria, 3002, Australia|Melbourne Health Radiology, Pakrville, Victoria, 3050, Australia|The Royal Melbourne Hospital, Parkville, Victoria, 3050, Australia|MHAT Dobrich AD, Dobrich, 9300, Bulgaria|MC Asklepii OOD, Dupnitsa, 2600, Bulgaria|DCC Alexandrovska EOOD, Sofia, 1431, Bulgaria|DCC Fokus-5 - Medical Establishment for Outpatient Care EOOD, Sofia, 1463, Bulgaria|Military Medical Academy MHAT Sofia, Sofia, 1606, Bulgaria|Dermatology Research Institute, Calgary, Alberta, T2J7E1, Canada|Alberta DermaSurgery Centre, Edmonton, Alberta, T6G1C3, Canada|CARE Clinic Ltd, Red Deer, Alberta, T4P-1K4, Canada|Dr. Chih-ho Hong Medical Inc, Surrey, British Columbia, V3R 6A7, Canada|Wiseman Dermatology Research Inc., Winnipeg, Manitoba, R3M 3Z4, Canada|Karma Clinical Trials, Inc., St. John's, Newfoundland and Labrador, A1A 4Y3, Canada|Kingsway Clinical Research, Etobicoke, Ontario, M8X 1Y9, Canada|DermEffects, London, Ontario, N6H 5L5, Canada|Lynderm Research Inc., Markham, Ontario, L3P 1X2, Canada|DermEdge Research, Mississauga, Ontario, L5H 1G9, Canada|North Bay Dermatology Centre, North Bay, Ontario, P1B 3Z7, Canada|The Centre for Clinical Trials, Oakville, Ontario, L6J 7W5, Canada|Dermatology Ottawa Research Centre, Ottawa, Ontario, K2C 3N2, Canada|SKiN Centre for Dermatology, Peterborough, Ontario, K9J 5K2, Canada|The Centre for Dermatology, Richmond Hill, Ontario, L4B 1A5, Canada|Medicor Research Inc, Sudbury, Ontario, P3A 1W8, Canada|Sudbury Skin Clinique, Sudbury, Ontario, P3C 1X8, Canada|Toronto Research Centre, Toronto, Ontario, M3H5Y8, Canada|Intermed groupe santé, Chicoutimi, Quebec, G7H 7Y8, Canada|Centre de Recherche Dermatologique du Quebec metropolitain, Quebec, G1V 4x7, Canada|Centre de Recherche Saint-Louis, Quebec, G1W4R4, Canada|Medicien, Las Condes, Santiago, Region Metropolitana, 7580150, Chile|MIRES (M Y F Estudios Clinicos Limitada), Nunoa, Santiago, Region Metropolitana, 7750495, Chile|Vida lntegra, Nunoa, Santiago, Region Metropolitana, 7750495, Chile|Centro Radiologico Plaza Baquedano, Santiago, Region Metropolitana, 7500906, Chile|Centro Medico SkinMed Limitada, Santiago, Region Metropolitana, 7580206, Chile|Hospital Clinico Universidad de Chile, Santiago, Region Metropolitana, 8380456, Chile|Centro Internacional de Estudios Clinicos - CIEC, Santiago, Region Metropolitana, 8420383, Chile|Clínica Dermacross S.A., Santiago, Región Metropolitana, 7640881, Chile|Terveystalo Tampere, Tampere, 33100, Finland|Mehiläinen Neo, Turku, 20520, Finland|Turun yliopistollinen keskussairaala, Turku, 20520, Finland|Fachklinik Bad Bentheim, Bad Bentheim, 48455, Germany|Klinikum Bielefeld Rosenhöhe, Bielefeld, 33647, Germany|Klinische Forschung Dresden GmbH, Dresden, 01069, Germany|IKF Pneumologie GmbH & Co KG, Frankfurt am Main, 60596, Germany|SRH Wald-Klinikum Gera GmbH, Gera, 07548, Germany|Studienzentrum Dr. med. Beate Schwarz, Langenau, 89129, Germany|SIBAmed GmbH, Leipzig, 04103, Germany|Universitätsklinikum Schleswig-Holstein, Campus Lübeck, Lübeck, 23538, Germany|Dermatologische Gemeinschaftspraxis Dres. Quist, Mainz, 55128, Germany|University of Muenster, Muenster, 48149, Germany|Clinexpert Kft., Budapest, 1033, Hungary|Debreceni Egyetem Klinikai Központ, Debrecen, 4032, Hungary|Trial Pharma Kft., Kaposvár, 7400, Hungary|Szegedi Tudományegyetem Szent-Györgyi Albert Klinikai Központ, Szeged, 6720, Hungary|Fondazione Policlinico Universitario A. Gemelli IRCCS Universita Cattolica del Sacro Cuore, Roma, 00168, Italy|Korea University Ansan Hospital, Ansan-si, Gyeonggi-do, 15355, Korea, Republic of|Chonnam National University Hospital, Gwangju, 61469, Korea, Republic of|The Catholic University of Korea, Incheon St. Mary's Hospital, Incheon, 21431, Korea, Republic of|Severance Hospital, Yonsei University Health System, Seoul, 03722, Korea, Republic of|Chung-Ang University Hospital, Seoul, 06973, Korea, Republic of|Health Centre 4 Ltd. Diagnostics Centre, Riga, LV-1003, Latvia|LLC J.Kisis, Riga, LV-1003, Latvia|Outpatient Clinic of Ventspils, Ventspils, LV-3601, Latvia|NZOZ Specjalistyczny Osrodek Dermatologiczny DERMAL s.c., Bialystok, 15-453, Poland|DERMAPOLIS Medical Dermatology Center, Chorzow, 41-500, Poland|Uniwersyteckie Centrum Kliniczne, Gdansk, 80-214, Poland|MCBK, Grodzisk Mazowiecki, 05-825, Poland|Care Clinic Centrum Medyczne, Katowice, 40-568, Poland|Krakowskie Centrum Medyczne Sp. z o.o., Krakow, 31-501, Poland|Centrum Medyczne Promed, Krakow, 31-513, Poland|Centrum Terapii Wspolczesnej J.M. Jasnorzewska Spolka Komandytowo-Akcyjna, Lodz, 90-242, Poland|Niepubliczny Zaklad Opieki Zdrowotnej ""DERMED"" Centrum Medyczne, Lodz, 90-265, Poland|Dermedic Jacek Zdybski, Ostrowiec Swietokrzyski, 27-400, Poland|Gabinety Lekarskie Rivermed, Poznan, 61-441, Poland|Spolka Cywilna Andrzej Krolicki, Tomasz Kochanowski, ,,Laser Clinic"", Szczecin, 70-332, Poland|Twoja Przychodnia - Szczecinskie Centrum Medyczne, Szczecin, 71-434, Poland|Medycyna Kliniczna, Warszawa, 00-874, Poland|MTZ Clinical Research Sp. z o.o., Warszawa, 02-106, Poland|Carpe Diem Centrum Medycyny Estetycznej, Warszawa, 02-661, Poland|EMC Instytut Medyczny S.A. Przychodnia przy ul. Lowieckiej, Wroclaw, 50-220, Poland|Cityclinic Przychodnia Lekarsko Psychologiczna Matusiak Spółka Partnerska, Wroclaw, 50-566, Poland|Centrum Medyczne Oporow, Wroclaw, 52-416, Poland|Kliniczny Oddzial Chorob Wewnetrznych, Dermatologii i Alergologii, Zabrze, 41-800, Poland|SUMMIT CLINICAL RESEARCH, s.r.o., Bratislava, 831 01, Slovakia|SKINKLINIK s.r.o, Bratislava, 83103, Slovakia|BeneDerma s.r.o., Bratislava, 841 02, Slovakia|Derma therapy spol. s.r.o., Bratislava, 851 01, Slovakia|Dermatovenerologicka ambulancia, Nove Zamky, 940 34, Slovakia|SANARE spol.s.r.o., Svidnik, 089 01, Slovakia|Hospital Germans Trias i Pujol, Badalona, Barcelona, 08916, Spain|Hospital Clinic de Barcelona, Barcelona, 08036, Spain|Hospital Universitario La Paz, Madrid, 28046, Spain|Centro de Especialidades Mollabao (Area Sanitaria de Pontevedra e O Salnes), Pontevedra, 36001, Spain|Hospital de Montecelo, Pontevedra, 36071, Spain|Taipei Veterans General Hospital, Taipei City, Taiwan (r.o.c), 11217, Taiwan|Taipei Medical University-Shuang Ho Hospital, New Taipei City, 23561, Taiwan|National Taiwan University Hospital, Taipei, 100, Taiwan","Study Director : Pfizer CT.gov Call Center , Pfizer"
